"NGA","PolID","Time","uniq","Dupl","Pastor"
"Konya Plain","TrNeoLT",-6300,"n","n",2
"Konya Plain","TrNeoLT",-6200,"n","n",2
"Konya Plain","TrNeoLT",-6100,"n","n",2
"Konya Plain","TrClcER",-6000,"y","n",2
"Konya Plain","TrClcER",-5900,"n","n",2
"Konya Plain","TrClcER",-5800,"n","n",2
"Konya Plain","TrClcER",-5700,"n","n",2
"Konya Plain","TrClcER",-5600,"n","n",2
"Konya Plain","TrClcER",-5500,"n","n",2
"Konya Plain","TrClcER",-5400,"n","n",2
"Konya Plain","TrClcER",-5300,"n","n",2
"Konya Plain","TrClcER",-5200,"n","n",2
"Konya Plain","TrClcER",-5100,"n","n",2
"Konya Plain","TrClcLT",-5000,"y","n",3
"Konya Plain","TrClcLT",-4900,"n","n",3
"Konya Plain","TrClcLT",-4800,"n","n",3
"Konya Plain","TrClcLT",-4700,"n","n",3
"Konya Plain","TrClcLT",-4600,"n","n",3
"Konya Plain","TrClcLT",-4500,"n","n",3
"Konya Plain","TrClcLT",-4400,"n","n",3
"Konya Plain","TrClcLT",-4300,"n","n",3
"Konya Plain","TrClcLT",-4200,"y","n",3
"Konya Plain","TrClcLT",-4100,"n","n",3
"Konya Plain","TrClcLT",-4000,"n","n",3
"Konya Plain","TrClcLT",-3900,"y","n",3
"Konya Plain","TrClcLT",-3800,"n","n",3
"Konya Plain","TrClcLT",-3700,"n","n",3
"Konya Plain","TrClcLT",-3600,"n","n",3
"Konya Plain","TrClcLT",-3500,"n","n",3
"Konya Plain","TrClcLT",-3400,"n","n",3
"Konya Plain","TrClcLT",-3300,"n","n",3
"Konya Plain","TrClcLT",-3200,"n","n",3
"Konya Plain","TrClcLT",-3100,"n","n",3
"Konya Plain","TrBrzER",-3000,"y","n",3
"Konya Plain","TrBrzER",-2900,"n","n",3
"Konya Plain","TrBrzER",-2800,"n","n",3
"Konya Plain","TrBrzER",-2700,"n","n",3
"Konya Plain","TrBrzER",-2600,"n","n",3
"Konya Plain","TrBrzER",-2500,"n","n",3
"Konya Plain","TrBrzER",-2400,"n","n",3
"Konya Plain","TrBrzER",-2300,"n","n",3
"Konya Plain","TrBrzER",-2200,"n","n",3
"Konya Plain","TrBrzER",-2100,"n","n",3
"Konya Plain","TrBrzMD",-2000,"y","n",3
"Konya Plain","TrBrzMD",-1900,"n","n",3
"Konya Plain","TrBrzMD",-1800,"y","n",3
"Konya Plain","TrBrzMD",-1700,"y","n",3
"Konya Plain","TrHatOK",-1600,"y","n",3
"Konya Plain","TrBrzL2",-1500,"y","n",3
"Konya Plain","TrBrzL2",-1400,"n","n",3
"Konya Plain","TrHatNK",-1300,"y","n",3
"Konya Plain","TrHatNK",-1200,"y","n",3
"Konya Plain","TrNHitt",-1100,"y","n",3
"Konya Plain","TrNHitt",-1000,"n","n",3
"Konya Plain","TrTabal",-900,"y","n",3
"Konya Plain","TrPhryg",-800,"y","n",3
"Konya Plain","TrPhryg",-700,"n","n",3
"Konya Plain","TrLydia",-600,"y","n",3
"Konya Plain","IrAchae",-500,"y","y",3
"Konya Plain","IrAchae",-400,"n","y",3
"Konya Plain","TrLysim",-300,"y","n",3
"Konya Plain","IrSeleu",-200,"y","y",3
"Konya Plain","TrCappL",-100,"y","n",3
"Konya Plain","ItRomPr",0,"y","y",3
"Konya Plain","ItRomPr",100,"n","y",3
"Konya Plain","ItRomPr",200,"n","y",3
"Konya Plain","TrRomDm",300,"y","n",3
"Konya Plain","TrERom*",400,"y","n",3
"Konya Plain","TrERom*",500,"y","n",3
"Konya Plain","TrERom*",600,"y","n",3
"Konya Plain","TrByzM1",700,"y","n",3
"Konya Plain","TrByzM1",800,"y","n",3
"Konya Plain","TrByzM2",900,"y","n",3
"Konya Plain","TrByzM2",1000,"y","n",3
"Konya Plain","TrRum**",1100,"y","n",3
"Konya Plain","TrRum**",1200,"y","n",3
"Konya Plain","IrIlkhn",1300,"y","y",3
"Konya Plain","TrOttm1",1400,"y","n",3
"Konya Plain","TrOttm2",1500,"y","n",3
"Konya Plain","TrOttm3",1600,"y","n",3
"Konya Plain","TrOttm4",1700,"y","n",3
"Konya Plain","TrOttm4",1800,"y","n",3
"Yemeni Coastal Plain","YeNeoL*",-3500,"y","n",2
"Yemeni Coastal Plain","YeNeoL*",-3400,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-3300,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-3200,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-3100,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-3000,"y","n",2
"Yemeni Coastal Plain","YeNeoL*",-2900,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2800,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2700,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2600,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2500,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2400,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2300,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2200,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2100,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-2000,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1900,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1800,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1700,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1600,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1500,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1400,"n","n",2
"Yemeni Coastal Plain","YeNeoL*",-1300,"n","n",2
"Yemeni Coastal Plain","YeLBA**",-1200,"y","n",2
"Yemeni Coastal Plain","YeLBA**",-1100,"n","n",2
"Yemeni Coastal Plain","YeLBA**",-1000,"n","n",2
"Yemeni Coastal Plain","YeLBA**",-900,"n","n",2
"Yemeni Coastal Plain","YeSabaC",-800,"y","n",2
"Yemeni Coastal Plain","YeSabaC",-700,"n","n",2
"Yemeni Coastal Plain","YeSabaC",-600,"n","n",2
"Yemeni Coastal Plain","YeSabaC",-500,"n","n",2
"Yemeni Coastal Plain","YeQatab",-400,"y","n",2
"Yemeni Coastal Plain","YeQatab",-300,"n","n",2
"Yemeni Coastal Plain","YeQatab",-200,"n","n",2
"Yemeni Coastal Plain","YeSaRay",-100,"y","n",2
"Yemeni Coastal Plain","YeSaRay",0,"n","n",2
"Yemeni Coastal Plain","YeSaRay",100,"n","n",2
"Yemeni Coastal Plain","EtAksm1",200,"y","n",2
"Yemeni Coastal Plain","YeHmyr1",300,"y","n",2
"Yemeni Coastal Plain","YeHmyr2",400,"y","n",2
"Yemeni Coastal Plain","YeHmyr2",500,"n","n",2
"Yemeni Coastal Plain","IrSasn2",600,"y","y",2
"Yemeni Coastal Plain","SyCalUm",700,"y","y",2
"Yemeni Coastal Plain","IqAbbs1",800,"y","y",2
"Yemeni Coastal Plain","YeZiyad",900,"y","n",2
"Yemeni Coastal Plain","YeZiyad",1000,"n","n",2
"Yemeni Coastal Plain","YeWarLd",1100,"y","n",2
"Yemeni Coastal Plain","EgAyyub",1200,"y","y",2
"Yemeni Coastal Plain","YeRasul",1300,"y","n",2
"Yemeni Coastal Plain","YeRasul",1400,"n","n",2
"Yemeni Coastal Plain","YeTahir",1500,"y","n",2
"Yemeni Coastal Plain","TrOttm3",1600,"y","y",2
"Yemeni Coastal Plain","YeQasmi",1700,"y","n",2
"Yemeni Coastal Plain","YeQasmi",1800,"n","n",2
"Sogdiana","TjSaraz",-3500,"y","n",1
"Sogdiana","TjSaraz",-3400,"n","n",1
"Sogdiana","TjSaraz",-3300,"n","n",1
"Sogdiana","TjSaraz",-3200,"n","n",1
"Sogdiana","TjSaraz",-3100,"n","n",1
"Sogdiana","TjSaraz",-3000,"n","n",3
"Sogdiana","TjSaraz",-2900,"n","n",3
"Sogdiana","TjSaraz",-2800,"n","n",3
"Sogdiana","TjSaraz",-2700,"n","n",3
"Sogdiana","TjSaraz",-2600,"n","n",3
"Sogdiana","TjSaraz",-2500,"n","n",3
"Sogdiana","TjSaraz",-2400,"n","n",3
"Sogdiana","TjSaraz",-2300,"n","n",3
"Sogdiana","TjSaraz",-2200,"n","n",3
"Sogdiana","TjSaraz",-2100,"n","n",3
"Sogdiana","KzAndro",-2000,"y","n",3
"Sogdiana","KzAndro",-1900,"n","n",3
"Sogdiana","KzAndro",-1800,"n","n",3
"Sogdiana","KzAndro",-1700,"n","n",3
"Sogdiana","KzAndro",-1600,"n","n",3
"Sogdiana","KzAndro",-1500,"n","n",3
"Sogdiana","UzKok01",-1400,"y","n",3
"Sogdiana","UzKok01",-1300,"n","n",3
"Sogdiana","UzKok01",-1200,"n","n",3
"Sogdiana","UzKok01",-1100,"n","n",3
"Sogdiana","UzKok01",-1000,"n","n",3
"Sogdiana","UzKhw01",-900,"y","n",3
"Sogdiana","UzKhw01",-800,"n","n",3
"Sogdiana","UzKok02",-700,"y","n",3
"Sogdiana","UzKok02",-600,"n","n",3
"Sogdiana","IrAchae",-500,"y","y",3
"Sogdiana","IrAchae",-400,"n","y",3
"Sogdiana","IrSeleu",-300,"y","y",3
"Sogdiana","AfGrBct",-200,"y","n",3
"Sogdiana","AfTochr",-100,"y","n",3
"Sogdiana","AfTochr",0,"n","n",3
"Sogdiana","AfKushn",100,"y","n",3
"Sogdiana","AfKushn",200,"y","n",3
"Sogdiana","IrSasn1",300,"y","y",3
"Sogdiana","AfKidar",400,"y","n",3
"Sogdiana","AfHepht",500,"y","n",3
"Sogdiana","KgWTurk",600,"y","n",3
"Sogdiana","UzSogdi",700,"y","n",3
"Sogdiana","IqAbbs1",800,"y","y",3
"Sogdiana","UzSamnd",900,"y","n",3
"Sogdiana","KgKarKh",1000,"y","n",3
"Sogdiana","KgKarKh",1100,"y","n",3
"Sogdiana","KgKarKh",1200,"y","n",3
"Sogdiana","UzChagt",1300,"y","n",3
"Sogdiana","UzTimur",1400,"y","n",3
"Sogdiana","UzTimur",1500,"y","n",3
"Sogdiana","UzJanid",1600,"y","n",3
"Sogdiana","UzJanid",1700,"y","n",3
"Orkhon Valley","MnXngnE",-1400,"y","n",3
"Orkhon Valley","MnXngnE",-1300,"y","n",3
"Orkhon Valley","MnXngnE",-1200,"n","n",3
"Orkhon Valley","MnXngnE",-1100,"n","n",3
"Orkhon Valley","MnXngnE",-1000,"n","n",3
"Orkhon Valley","MnXngnE",-900,"n","n",3
"Orkhon Valley","MnXngnE",-800,"n","n",3
"Orkhon Valley","MnXngnE",-700,"y","n",3
"Orkhon Valley","MnXngnE",-600,"n","n",3
"Orkhon Valley","MnXngnE",-500,"y","n",3
"Orkhon Valley","MnXngnE",-400,"y","n",3
"Orkhon Valley","MnXngnE",-300,"n","n",3
"Orkhon Valley","MnXngnM",-200,"y","n",3
"Orkhon Valley","MnXngnM",-100,"n","n",3
"Orkhon Valley","MnXngnL",0,"y","n",3
"Orkhon Valley","MnXianb",100,"y","n",3
"Orkhon Valley","MnXianb",200,"n","n",3
"Orkhon Valley","MnRourn",300,"y","n",3
"Orkhon Valley","MnRourn",400,"n","n",3
"Orkhon Valley","MnRourn",500,"y","n",3
"Orkhon Valley","MnETurk",600,"y","n",3
"Orkhon Valley","MnTurk2",700,"y","n",3
"Orkhon Valley","MnUigur",800,"y","n",3
"Orkhon Valley","MnShiwe",900,"y","n",3
"Orkhon Valley","MnKhitn",1000,"y","n",3
"Orkhon Valley","MnKhitn",1100,"n","n",3
"Orkhon Valley","MnMongE",1200,"y","n",3
"Orkhon Valley","MnMngKh",1300,"y","n",3
"Orkhon Valley","MnMongL",1400,"y","n",3
"Orkhon Valley","MnMongL",1500,"y","n",3
"Orkhon Valley","MnMongL",1600,"y","n",3
"Orkhon Valley","MnZungh",1700,"y","n",3
"Orkhon Valley","CnQingL",1800,"y","y",3
"Orkhon Valley","CnQingL",1900,"n","y",3
"Lena River Valley","RuYakuE",1400,"y","n",3
"Lena River Valley","RuYakuE",1500,"n","n",3
"Lena River Valley","RuYakuE",1600,"n","n",3
"Lena River Valley","RuYakuL",1700,"y","n",3
"Lena River Valley","RuYakuL",1800,"n","n",3
"Lena River Valley","RuYakuL",1900,"y","n",3
"Kachi Plain","PkAcerN",-7500,"y","n",1
"Kachi Plain","PkAcerN",-7400,"n","n",1
"Kachi Plain","PkAcerN",-7300,"n","n",1
"Kachi Plain","PkAcerN",-7200,"n","n",1
"Kachi Plain","PkAcerN",-7100,"n","n",1
"Kachi Plain","PkAcerN",-7000,"n","n",2
"Kachi Plain","PkAcerN",-6900,"n","n",2
"Kachi Plain","PkAcerN",-6800,"n","n",2
"Kachi Plain","PkAcerN",-6700,"n","n",2
"Kachi Plain","PkAcerN",-6600,"n","n",2
"Kachi Plain","PkAcerN",-6500,"n","n",2
"Kachi Plain","PkAcerN",-6400,"n","n",2
"Kachi Plain","PkAcerN",-6300,"n","n",2
"Kachi Plain","PkAcerN",-6200,"n","n",2
"Kachi Plain","PkAcerN",-6100,"n","n",2
"Kachi Plain","PkAcerN",-6000,"n","n",2
"Kachi Plain","PkAcerN",-5900,"n","n",2
"Kachi Plain","PkAcerN",-5800,"n","n",2
"Kachi Plain","PkAcerN",-5700,"n","n",2
"Kachi Plain","PkAcerN",-5600,"n","n",2
"Kachi Plain","PkCeraN",-5500,"y","n",2
"Kachi Plain","PkCeraN",-5400,"n","n",2
"Kachi Plain","PkCeraN",-5300,"n","n",2
"Kachi Plain","PkCeraN",-5200,"n","n",2
"Kachi Plain","PkCeraN",-5100,"n","n",2
"Kachi Plain","PkCeraN",-5000,"n","n",2
"Kachi Plain","PkCeraN",-4900,"n","n",2
"Kachi Plain","PkCeraN",-4800,"n","n",2
"Kachi Plain","PkCeraN",-4700,"n","n",2
"Kachi Plain","PkCeraN",-4600,"n","n",2
"Kachi Plain","PkCeraN",-4500,"n","n",2
"Kachi Plain","PkCeraN",-4400,"n","n",2
"Kachi Plain","PkCeraN",-4300,"n","n",2
"Kachi Plain","PkCeraN",-4200,"n","n",2
"Kachi Plain","PkCeraN",-4100,"n","n",2
"Kachi Plain","PkChalc",-4000,"y","n",2
"Kachi Plain","PkChalc",-3900,"n","n",2
"Kachi Plain","PkChalc",-3800,"n","n",2
"Kachi Plain","PkChalc",-3700,"n","n",2
"Kachi Plain","PkChalc",-3600,"n","n",2
"Kachi Plain","PkChalc",-3500,"n","n",2
"Kachi Plain","PkChalc",-3400,"n","n",2
"Kachi Plain","PkChalc",-3300,"n","n",2
"Kachi Plain","PkPreUr",-3200,"y","n",2
"Kachi Plain","PkPreUr",-3100,"n","n",2
"Kachi Plain","PkPreUr",-3000,"n","n",3
"Kachi Plain","PkPreUr",-2900,"n","n",3
"Kachi Plain","PkPreUr",-2800,"n","n",3
"Kachi Plain","PkPreUr",-2700,"n","n",3
"Kachi Plain","PkPreUr",-2600,"n","n",3
"Kachi Plain","PkUrbn1",-2500,"y","n",3
"Kachi Plain","PkUrbn1",-2400,"n","n",3
"Kachi Plain","PkUrbn1",-2300,"n","n",3
"Kachi Plain","PkUrbn1",-2200,"n","n",3
"Kachi Plain","PkUrbn2",-2100,"y","n",3
"Kachi Plain","PkUrbn2",-2000,"n","n",3
"Kachi Plain","PkUrbn2",-1900,"n","n",3
"Kachi Plain","PkPostU",-1800,"y","n",3
"Kachi Plain","PkPostU",-1700,"n","n",3
"Kachi Plain","PkPostU",-1600,"y","n",3
"Kachi Plain","PkPostU",-1500,"n","n",2
"Kachi Plain","PkPostU",-1400,"n","n",2
"Kachi Plain","PkProto",-1300,"y","n",2
"Kachi Plain","PkProto",-1200,"n","n",2
"Kachi Plain","PkProto",-1100,"n","n",2
"Kachi Plain","PkProto",-1000,"n","n",2
"Kachi Plain","PkProto",-900,"n","n",2
"Kachi Plain","PkProto",-800,"y","n",2
"Kachi Plain","PkProto",-700,"y","n",2
"Kachi Plain","PkProto",-600,"n","n",2
"Kachi Plain","IrAchae",-500,"y","y",2
"Kachi Plain","IrAchae",-400,"n","y",2
"Kachi Plain","InMaury",-300,"y","y",2
"Kachi Plain","InMaury",-200,"n","y",2
"Kachi Plain","PkIndGr",-100,"y","n",2
"Kachi Plain","IrPart1",0,"y","y",2
"Kachi Plain","AfKushn",100,"y","y",2
"Kachi Plain","AfKushn",200,"n","y",2
"Kachi Plain","IrSasn1",300,"y","y",2
"Kachi Plain","IrSasn1",400,"n","y",2
"Kachi Plain","AfHepht",500,"y","y",1
"Kachi Plain","IrSasn2",600,"y","y",1
"Kachi Plain","SyCalUm",700,"y","y",1
"Kachi Plain","IqAbbs1",800,"y","y",1
"Kachi Plain","PkSind1",900,"y","n",1
"Kachi Plain","PkSind1",1000,"y","n",1
"Kachi Plain","PkSind1",1100,"n","n",1
"Kachi Plain","AfGhurd",1200,"y","n",1
"Kachi Plain","InDelh*",1300,"y","n",1
"Kachi Plain","PkSind2",1400,"y","n",1
"Kachi Plain","PkSind2",1500,"y","n",1
"Kachi Plain","InMugl*",1600,"y","n",1
"Kachi Plain","InMugl*",1700,"y","n",1
"Kachi Plain","AfDurrn",1800,"y","n",1
"Middle Ganga","InGangN",-7000,"y","n",2
"Middle Ganga","InGangN",-6900,"n","n",2
"Middle Ganga","InGangN",-6800,"n","n",2
"Middle Ganga","InGangN",-6700,"n","n",2
"Middle Ganga","InGangN",-6600,"n","n",2
"Middle Ganga","InGangN",-6500,"n","n",2
"Middle Ganga","InGangN",-6400,"n","n",2
"Middle Ganga","InGangN",-6300,"n","n",2
"Middle Ganga","InGangN",-6200,"n","n",2
"Middle Ganga","InGangN",-6100,"n","n",2
"Middle Ganga","InGangN",-6000,"n","n",2
"Middle Ganga","InGangN",-5900,"n","n",2
"Middle Ganga","InGangN",-5800,"n","n",2
"Middle Ganga","InGangN",-5700,"n","n",2
"Middle Ganga","InGangN",-5600,"n","n",2
"Middle Ganga","InGangN",-5500,"n","n",2
"Middle Ganga","InGangN",-5400,"n","n",2
"Middle Ganga","InGangN",-5300,"n","n",2
"Middle Ganga","InGangN",-5200,"n","n",2
"Middle Ganga","InGangN",-5100,"n","n",2
"Middle Ganga","InGangN",-5000,"n","n",3
"Middle Ganga","InGangN",-4900,"n","n",3
"Middle Ganga","InGangN",-4800,"n","n",3
"Middle Ganga","InGangN",-4700,"n","n",3
"Middle Ganga","InGangN",-4600,"n","n",3
"Middle Ganga","InGangN",-4500,"n","n",3
"Middle Ganga","InGangN",-4400,"n","n",3
"Middle Ganga","InGangN",-4300,"n","n",3
"Middle Ganga","InGangN",-4200,"n","n",3
"Middle Ganga","InGangN",-4100,"n","n",3
"Middle Ganga","InGangN",-4000,"n","n",3
"Middle Ganga","InGangN",-3900,"n","n",3
"Middle Ganga","InGangN",-3800,"n","n",3
"Middle Ganga","InGangN",-3700,"n","n",3
"Middle Ganga","InGangN",-3600,"n","n",3
"Middle Ganga","InGangN",-3500,"n","n",3
"Middle Ganga","InGangN",-3400,"n","n",3
"Middle Ganga","InGangN",-3300,"n","n",3
"Middle Ganga","InGangN",-3200,"n","n",3
"Middle Ganga","InGangN",-3100,"n","n",3
"Middle Ganga","InGangC",-3000,"y","n",3
"Middle Ganga","InGangC",-2900,"n","n",3
"Middle Ganga","InGangC",-2800,"n","n",3
"Middle Ganga","InGangC",-2700,"n","n",3
"Middle Ganga","InGangC",-2600,"n","n",3
"Middle Ganga","InGangC",-2500,"n","n",3
"Middle Ganga","InGangC",-2400,"n","n",3
"Middle Ganga","InGangC",-2300,"n","n",3
"Middle Ganga","InGangC",-2200,"n","n",3
"Middle Ganga","InGangC",-2100,"n","n",3
"Middle Ganga","InGangC",-2000,"n","n",3
"Middle Ganga","InGangC",-1900,"n","n",3
"Middle Ganga","InGangC",-1800,"n","n",3
"Middle Ganga","InGangC",-1700,"n","n",3
"Middle Ganga","InGangC",-1600,"n","n",3
"Middle Ganga","InGangC",-1500,"n","n",3
"Middle Ganga","InGangC",-1400,"n","n",3
"Middle Ganga","InGangC",-1300,"n","n",3
"Middle Ganga","InGangC",-1200,"n","n",3
"Middle Ganga","InGangC",-1100,"n","n",3
"Middle Ganga","InGangC",-1000,"n","n",3
"Middle Ganga","InGangC",-900,"n","n",3
"Middle Ganga","InGangC",-800,"n","n",3
"Middle Ganga","InGangC",-700,"n","n",3
"Middle Ganga","InMahaJ",-600,"y","n",3
"Middle Ganga","InMahaJ",-500,"n","n",3
"Middle Ganga","InMahaJ",-400,"y","n",3
"Middle Ganga","InMaury",-300,"y","n",3
"Middle Ganga","InMaury",-200,"n","n",3
"Middle Ganga","InSunga",-100,"y","n",3
"Middle Ganga","InAyodE",0,"y","n",3
"Middle Ganga","AfKushn",100,"y","y",3
"Middle Ganga","AfKushn",200,"n","y",3
"Middle Ganga","AfKushn",300,"n","y",3
"Middle Ganga","InGupta",400,"y","n",3
"Middle Ganga","InGupta",500,"n","n",3
"Middle Ganga","InMagad",600,"y","n",3
"Middle Ganga","InKanau",700,"y","n",3
"Middle Ganga","InRasht",800,"y","y",3
"Middle Ganga","InGurjr",900,"y","n",3
"Middle Ganga","InGurjr",1000,"y","n",3
"Middle Ganga","InGhdvl",1100,"y","n",3
"Middle Ganga","InGhdvl",1200,"n","n",3
"Middle Ganga","InDelh*",1300,"y","y",3
"Middle Ganga","InDelh*",1400,"n","y",3
"Middle Ganga","InDelh*",1500,"n","y",3
"Middle Ganga","InMugl*",1600,"y","y",3
"Middle Ganga","InMugl*",1700,"n","y",3
"Middle Ganga","InMugl*",1800,"n","y",3
"Deccan","InDecNL",-2700,"y","n",2
"Deccan","InDecNL",-2600,"n","n",2
"Deccan","InDecNL",-2500,"n","n",2
"Deccan","InDecNL",-2400,"n","n",2
"Deccan","InDecNL",-2300,"n","n",2
"Deccan","InDecNL",-2200,"n","n",2
"Deccan","InDecNL",-2100,"n","n",2
"Deccan","InDecNL",-2000,"n","n",2
"Deccan","InDecNL",-1900,"n","n",2
"Deccan","InDecNL",-1800,"n","n",2
"Deccan","InDecNL",-1700,"y","n",2
"Deccan","InDecNL",-1600,"n","n",2
"Deccan","InDecNL",-1500,"y","n",3
"Deccan","InDecNL",-1400,"n","n",3
"Deccan","InDecNL",-1300,"y","n",3
"Deccan","InDecIA",-1200,"y","n",3
"Deccan","InDecIA",-1100,"y","n",3
"Deccan","InDecIA",-1000,"y","n",3
"Deccan","InDecIA",-900,"y","n",3
"Deccan","InDecIA",-800,"n","n",3
"Deccan","InDecIA",-700,"n","n",3
"Deccan","InDecIA",-600,"y","n",3
"Deccan","InDecIA",-500,"y","n",3
"Deccan","InDecIA",-400,"y","n",3
"Deccan","InMaury",-300,"y","y",3
"Deccan","InDecKg",-200,"y","n",3
"Deccan","InSataL",-100,"y","n",3
"Deccan","InSataL",0,"y","n",3
"Deccan","InSataL",100,"y","n",3
"Deccan","InSataL",200,"y","n",3
"Deccan","InVakat",300,"y","n",3
"Deccan","InVakat",400,"n","n",3
"Deccan","InKadam",500,"y","n",3
"Deccan","InChaBd",600,"y","n",3
"Deccan","InChaBd",700,"n","n",3
"Deccan","InRasht",800,"y","n",3
"Deccan","InRasht",900,"n","n",3
"Deccan","InChaKl",1000,"y","n",3
"Deccan","InHoysa",1200,"y","n",3
"Deccan","InKampi",1300,"y","n",3
"Deccan","InVijay",1400,"y","n",3
"Deccan","InVijay",1500,"y","n",3
"Deccan","InVijay",1600,"n","n",3
"Deccan","InMugl*",1700,"y","y",3
"Deccan","GbEmpr2",1800,"y","n",2
"Garo Hills","InGaroE",1800,"y","n",2
"Garo Hills","InGaroL",1900,"y","n",2
"Cambodian Basin","KhMekBA",-1200,"y","n",0
"Cambodian Basin","KhMekBA",-1100,"n","n",0
"Cambodian Basin","KhMekBA",-1000,"n","n",0
"Cambodian Basin","KhMekBA",-900,"n","n",0
"Cambodian Basin","KhMekBA",-800,"n","n",0
"Cambodian Basin","KhMekBA",-700,"n","n",0
"Cambodian Basin","KhMekBA",-600,"n","n",0
"Cambodian Basin","KhMekIA",-500,"y","n",0
"Cambodian Basin","KhMekIA",-400,"n","n",0
"Cambodian Basin","KhMekIA",-300,"n","n",0
"Cambodian Basin","KhMekIA",-200,"n","n",0
"Cambodian Basin","KhMekIA",-100,"n","n",0
"Cambodian Basin","KhMekIA",0,"n","n",0
"Cambodian Basin","KhMekIA",100,"n","n",0
"Cambodian Basin","KhMekIA",200,"n","n",0
"Cambodian Basin","KhFunaE",300,"y","n",0
"Cambodian Basin","KhFunaE",400,"n","n",0
"Cambodian Basin","KhFunaE",500,"n","n",0
"Cambodian Basin","KhFunaL",600,"y","n",0
"Cambodian Basin","KhChenl",700,"y","n",0
"Cambodian Basin","KhChenl",800,"n","n",0
"Cambodian Basin","KhAngkE",900,"y","n",0
"Cambodian Basin","KhAngkE",1000,"y","n",0
"Cambodian Basin","KhAngkC",1100,"y","n",0
"Cambodian Basin","KhAngkC",1200,"y","n",0
"Cambodian Basin","KhAngkL",1300,"y","n",0
"Cambodian Basin","KhAngkL",1400,"y","n",0
"Cambodian Basin","KhCambd",1500,"y","n",0
"Cambodian Basin","ThAyuth",1600,"y","n",0
"Cambodian Basin","ThAyuth",1700,"y","n",0
"Cambodian Basin","ThRattn",1800,"y","n",0
"Central Java","IdCJBun",-400,"y","n",2
"Central Java","IdCJBun",-300,"y","n",2
"Central Java","IdCJBun",-200,"y","n",2
"Central Java","IdCJBun",-100,"n","n",2
"Central Java","IdCJBun",0,"n","n",2
"Central Java","IdCJBun",100,"n","n",2
"Central Java","IdCJBun",200,"y","n",2
"Central Java","IdCJBun",300,"n","n",2
"Central Java","IdCJBun",400,"n","n",2
"Central Java","IdKalin",500,"y","n",3
"Central Java","IdKalin",600,"n","n",3
"Central Java","IdKalin",700,"y","n",3
"Central Java","IdMedng",800,"y","n",3
"Central Java","IdMedng",900,"y","n",3
"Central Java","IdMedng",1000,"n","n",3
"Central Java","IdKedir",1100,"y","n",3
"Central Java","IdKedir",1200,"y","n",3
"Central Java","IdMajap",1300,"y","n",3
"Central Java","IdMajap",1400,"n","n",3
"Central Java","IdMajap",1500,"n","n",3
"Central Java","IdMatrm",1600,"y","n",3
"Central Java","IdMatrm",1700,"n","n",3
"Kapuasi Basin","IdBrokE",1700,"y","n",3
"Kapuasi Basin","IdBrokE",1800,"n","n",3
"Kapuasi Basin","IdBrokL",1900,"y","n",3
"Middle Yellow River Valley","CnPeili",-7000,"y","n",0
"Middle Yellow River Valley","CnPeili",-6900,"n","n",0
"Middle Yellow River Valley","CnPeili",-6800,"n","n",0
"Middle Yellow River Valley","CnPeili",-6700,"n","n",0
"Middle Yellow River Valley","CnPeili",-6600,"n","n",0
"Middle Yellow River Valley","CnPeili",-6500,"n","n",0
"Middle Yellow River Valley","CnPeili",-6400,"n","n",0
"Middle Yellow River Valley","CnPeili",-6300,"n","n",0
"Middle Yellow River Valley","CnPeili",-6200,"n","n",0
"Middle Yellow River Valley","CnPeili",-6100,"n","n",0
"Middle Yellow River Valley","CnPeili",-6000,"n","n",0
"Middle Yellow River Valley","CnPeili",-5900,"n","n",0
"Middle Yellow River Valley","CnPeili",-5800,"n","n",0
"Middle Yellow River Valley","CnPeili",-5700,"n","n",0
"Middle Yellow River Valley","CnPeili",-5600,"n","n",0
"Middle Yellow River Valley","CnPeili",-5500,"n","n",0
"Middle Yellow River Valley","CnPeili",-5400,"n","n",0
"Middle Yellow River Valley","CnPeili",-5300,"n","n",0
"Middle Yellow River Valley","CnPeili",-5200,"n","n",0
"Middle Yellow River Valley","CnPeili",-5100,"n","n",0
"Middle Yellow River Valley","CnYngsh",-5000,"y","n",0
"Middle Yellow River Valley","CnYngsh",-4900,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4800,"n","n",0
