"Gov(t+1)","Gov","Gov.sq","Agri","MilTech","IronCav"
-0.0562017419809609,0.982634407529178,-0.249071666518194,0.0897597786190671,0.0704088854320695,0.109468328333493
0.0350306374965429,0.963893544989419,-0.246226717634138,0.0829043236293323,0.117297892361129,0.096612259825285
0.0397773860448095,0.916495793109659,-0.246322862554541,0.0821444373032918,0.0661795467690086,0.192635108663176
0.0226877761216549,1.01392971370461,-0.310330365654408,0.0548314079342566,0.0604189393612469,0.166324310946196
-0.0187757196529407,0.923436519116078,-0.207230726863604,0.0543218501723432,0.135377944704551,0.111410730652542
0.0345553314304875,0.926386912305645,-0.206487653733323,0.0642016094566815,0.0830971296041183,0.141731951750198
0.0108474888923386,1.02557665603524,-0.377406076968189,0.0758777421608215,0.042224648366044,0.192323174353983
0.033204742958103,0.928999727885511,-0.22385540017564,0.0765947061245375,0.14378536095295,0.0793280047863413
0.0214733206113614,1.00822152916294,-0.282513234027464,0.0905302097854836,0.0674175204790559,0.11465593333687
0.0440676917679663,1.02068806657453,-0.27493693153361,0.0278397417648515,0.103662744445564,0.129221828697435
0.0371939826914469,0.967929141842252,-0.254169704594102,0.0658229889811353,0.0651108764403847,0.169303770318708
-0.122979578771032,0.93527988045837,-0.21959811792947,0.0762642835027045,0.10005889748894,0.123051310624536
0.00492396972655725,1.01643981018269,-0.258030905362849,0.0373091207218067,0.109366856069016,0.090861019691867
0.0388228991433309,0.906451185804205,-0.226493080669274,0.0966645784882392,0.0925194332845651,0.145835153765143
0.0513273175884329,0.948608364321763,-0.204296461847991,0.0305451010728614,0.113515636463952,0.123836314568543
0.0759791776846174,0.918747700422258,-0.173666542980916,0.0298659514563782,0.145639716249111,0.0940368644929849
-0.183351208983053,0.907911622691732,-0.224045617452862,0.0960689136005658,0.134575168741183,0.0845441482484541
0.0372910922087131,0.898844346457946,-0.186278166547261,0.0635535809118242,0.101267159468851,0.132952508421781
0.0522152809163366,0.935182498628659,-0.252006411881441,0.0750380445308582,0.0984733496484483,0.17612178126439
0.0342362218100117,0.980886528811002,-0.294172025286902,0.0625081432711848,0.0997212491430316,0.151848178626733
-0.0806997918901354,1.03477216313458,-0.348837252672886,0.0572671382680837,0.104454684731439,0.131071059993427
-0.0932642266101937,1.00493066431417,-0.309424361980541,0.0615842160145594,0.0866190855399799,0.15225781903191
0.0474549597579723,0.876016859969408,-0.201286458659888,0.0953656585380273,0.112737623754803,0.143721242884326
0.0442744721551282,0.894749708025559,-0.255795938741576,0.0817719415325268,0.10345524930394,0.18521815431073
0.0661601657339619,1.03958059618751,-0.283960561462585,0.0201673236530709,0.103552277345738,0.120628857059146
-0.0830128527119846,0.998961527646422,-0.297553690722821,0.0630881053610221,0.0970557011906868,0.151364944818704
-0.156217403423824,1.05957208946072,-0.359895219857053,0.0689622676746633,0.053114632565323,0.156536499816247
0.0438960280351891,0.960491860127823,-0.281602370855333,0.0781896893591743,0.09542735451423,0.166831770859252
-0.0102477035537332,0.939593243994239,-0.217876270528432,0.0475578141280698,0.123344185094794,0.11073792500758
0.0404539476782076,0.79994289533506,-0.132402018534841,0.100744228410103,0.067729625801022,0.177875157389463
0.104360121691434,0.996764061884023,-0.252278789963304,0.0185976803633961,0.139362535727915,0.109944218853895
0.0355806233530368,0.962207424910223,-0.231344793481898,0.0744282118980712,0.110927546441452,0.100110036589524
0.0297638085094097,0.921134127837669,-0.221156939388355,0.112709099897582,0.0425190407108992,0.155756106796391
0.0390504643350907,0.937611370215603,-0.217407353912563,0.067350509395783,0.0727109877815788,0.157853588001998
0.0341541018298381,1.02822718816323,-0.336717715203117,0.0547809342281444,0.0971949080941551,0.157421746633255
0.0186464326532982,0.988734793194252,-0.336638002762782,0.114762246843638,0.0632686072218788,0.152147908176296
-0.0934529509577635,1.09292161862649,-0.358563471734772,0.0525342618062563,0.0663106515596218,0.125215687211021
-0.00877085979903421,0.955445230584364,-0.245914112020806,0.039534649397971,0.0692681585716091,0.187026632969562
0.0266089102245415,0.851634553851137,-0.165262012952008,0.04638536850768,0.136255971870008,0.15581461454953
0.0209874084809642,0.976731544903899,-0.275358748856984,0.0817770394727119,0.0386663726449262,0.167338432371473
-0.0980740868271862,0.886955291646227,-0.230509151566213,0.133992728630791,0.017641915277425,0.172958181876567
0.038687198848194,0.897547443983482,-0.183003488276332,0.0867243663396321,0.118723094767597,0.0992537773517719
-0.0742588045042174,0.968236969098045,-0.25390116872555,0.0877931549477678,0.0994078662372834,0.107856904737088
0.0298507857997366,0.996170953025163,-0.299106087794574,0.0800411268474129,0.0716381651198232,0.153385013498267
0.0508108317544551,0.930054223360669,-0.200623747124425,0.035055702807386,0.159073327451182,0.104659220231506
0.0376812636103624,0.911407289759595,-0.168252382964999,0.0344620993461425,0.120448427223146,0.111758637330141
0.0197938299435263,1.02904507305059,-0.294939097249957,0.065079245630418,0.08254011036085,0.108579445599118
0.0308818183421405,1.0143204807046,-0.253958836205627,0.0470548784486198,0.110871361010098,0.0907448247138268
0.0361123356074185,0.918682453430823,-0.247366038726926,0.0699579665348005,0.100786739165614,0.158668627220768
0.0375351100856834,0.984636290144061,-0.224377318751549,0.0297097957753762,0.111898361625534,0.112643997456612
-0.157045523089594,0.917101090881339,-0.23662856262057,0.0823237811849582,0.0809131533604899,0.162086734904587
0.0348889026312398,0.949223295978486,-0.227344213899841,0.0602844179544623,0.138624773935946,0.0869786151120922
0.0329473996406491,0.96609504079113,-0.269326375140996,0.0762602194221661,0.0555266207647387,0.177370458740725
0.043286276888732,0.971253153778989,-0.215961277003343,0.016611766486679,0.145666221041379,0.100363524333071
-0.0827070889436086,0.910627219271403,-0.206586396077651,0.0856329438651123,0.0910874364406234,0.116309441879339
0.0466885728352347,0.96134143000128,-0.233054819182496,0.0419432739358841,0.124718893844478,0.10291056024989
0.0483810216146667,0.912659391744214,-0.206693915645546,0.0622568371862146,0.153003536672868,0.104715584940106
0.0639707785570633,1.00900641645885,-0.304055692175642,0.0318254205094062,0.144429630001619,0.140896376910312
0.0457451784629007,0.957783253142739,-0.238092622049253,0.0395607143048292,0.17311766872173,0.0865013724245755
0.0327460686157953,1.00628396668346,-0.333656909826452,0.0548004030375245,0.132367145152107,0.132536125811148
0.0448969941988848,0.969550788626021,-0.274946282739202,0.0633499032859814,0.0740790616336764,0.189436445183215
-0.196167481258903,1.0068102873179,-0.326938952704604,0.0835896248511448,0.053456817181751,0.173792182089036
0.0283650267454685,1.06255619332185,-0.349900056880806,0.0555935284255578,0.0579222253943506,0.172357771640344
-0.0598431819672263,0.9787347567557,-0.240588151836057,0.0252706998361785,0.109362093047258,0.131760531013481
0.0191514045779876,0.862293034899975,-0.218371236974624,0.105878097120416,0.0331066801413619,0.19333966190532
0.0193515870702153,0.877606237163716,-0.195231792837735,0.143569124453696,0.00773933213460973,0.164141401819681
0.0342698838036698,0.988846350982776,-0.211124276060046,0.047061167342792,0.107410171929331,0.0862187302496536
-0.0513920081933203,0.974251583281891,-0.232610380146231,0.0605990146410617,0.0955792141628697,0.10966212509895
-0.0842990434128031,0.997405221482802,-0.314768131278096,0.0958792802459089,0.0803698159669798,0.141538511967115
0.0581793056567173,0.917847332902083,-0.211564963592711,0.0582338164610351,0.154967241311922,0.122047441105212
0.0354485212241968,0.980166665001092,-0.26061880415162,0.0555203840743242,0.107014031800011,0.126464188596565
-0.00684100587401036,1.07508795739884,-0.434903476592317,0.0968728258799987,0.0469212724700984,0.149886068626204
-0.0361999284642114,0.923367407687799,-0.270496683395286,0.0483071288492865,0.0800325357216258,0.211335994856893
0.0523848744365874,0.850668347944187,-0.183911873803548,0.0973799920127624,0.0806849886415357,0.189039016381265
0.0321337449660989,0.939308942079682,-0.193761929709449,0.0746189137554087,0.0984474034263121,0.0952684459422075
0.0297600532711233,0.991642539315455,-0.283978897233227,0.0738742658408233,0.0911264501394317,0.12940411975189
0.00799349851847914,1.05388960948447,-0.388594907026014,0.0856430651662634,0.0672413976170135,0.142496205312163
-0.123537750184656,0.949225640351432,-0.241706988816479,0.0708678715153393,0.0958836764933792,0.111171529499023
0.0395302572218452,0.902362449414519,-0.175169444468897,0.0718169046307978,0.0858881379994306,0.135687913408972
0.0499448695551811,0.877863552235899,-0.187616081785951,0.0750675750283669,0.101520908582619,0.162269378731669
0.0117856243025927,1.01230957508409,-0.324996665501287,0.110322289405372,0.031506371643853,0.150336412729086
0.036360015073891,0.888015243705494,-0.172981368436089,0.0652809643719428,0.119318208533171,0.109394203850665
0.0222610129746334,1.06639462550174,-0.346114989264546,0.0721119793776475,0.0738945077634428,0.128093056497861
0.0434291974259043,0.846184612020407,-0.136386680304704,0.0597126164260155,0.180610188836387,0.0650782908147583
0.0355431972779721,0.953170836994913,-0.234303703015265,0.0766334774637652,0.0866436577233163,0.132350589577422
-0.00799922236426193,0.937960710176882,-0.224341276652081,0.0513124137606925,0.127569463281076,0.133602368050191
-0.0355429527460747,1.04871266645525,-0.342213442188536,0.0446279008016794,0.0902020127295121,0.151130020959908
-0.0755051771603229,0.884686455605752,-0.183715040570698,0.080861564634291,0.0799644830291382,0.143126347599805
0.0179451639277105,0.969994386727839,-0.265532422306633,0.0947410487617693,0.0253456019096299,0.164137496782816
0.0326698980950621,0.89420496130565,-0.190266288836315,0.0837765884847794,0.109872850288893,0.108243727583092
0.0402502547892537,0.903588054839409,-0.174998133813524,0.0534910455701424,0.120223020593204,0.113592466481495
