"Hier(t+1)","Hier","Hier.sq","Agri","AgriLag","MilTech","IronCav"
0.0256913720230387,0.98824668809114,-0.272138975897643,0.076443839573385,0.0306341096583871,0.0491154284974773,0.125125838156055
0.028354545391517,0.967142954862153,-0.198879056790503,0.041339772056334,0.0316543054086235,0.0525551965033555,0.110139370673369
0.00408738403492538,0.838607483282233,-0.151355434423765,0.0236508826636799,0.111695173771497,0.10421448617806,0.0794587781932229
0.0272753920126585,1.03064919992751,-0.31064460990135,0.0534152402141579,0.0537767471642868,0.0397987898822429,0.123624995611607
0.0734621900644672,0.929087757028208,-0.236555150771092,0.0268196820036198,0.135364911769315,0.0498020140998691,0.126467689715617
-0.179720561090415,0.976460046953611,-0.239621282622406,0.0890470106910356,0.0328915104960822,0.0194161676436959,0.111101788091139
-0.161574982797447,0.875531791672159,-0.158413549432514,0.0913848897949048,0.0439973516777805,0.0593570457266878,0.0977665923502907
-0.0110238294023238,0.813825752836512,-0.081312634087324,0.049355104052957,0.0861201059047914,0.0502943070844129,0.108276048614282
-0.059712872177246,0.707933551976278,0.0175413248230294,0.0849947234811978,0.0461947466117416,0.0639376394753526,0.100755130726923
0.01103503406588,0.950090036366827,-0.225367346965434,0.0477812270371792,0.029604728566209,0.0757818359596812,0.0906495357293523
0.050101556759351,0.80525148389488,-0.0475534667238217,0.0423001204512895,0.104113502362699,0.0677342701226869,0.0810579656775888
-0.0152416311447376,1.0502054939587,-0.309794013440351,0.0597313387024671,0.0304990310158735,0.08875924465311,0.0925940072615011
0.0151966997519156,0.998444895475979,-0.222442284527334,0.0696167517272341,0.0247831053128534,0.0498771980177645,0.0682857245369731
-0.0361564190206923,0.803804533731967,-0.121164446795618,0.0647145302428051,0.100213275525371,0.0734725860916363,0.14156708436418
-0.0627945690771243,1.12376698305989,-0.376048489471406,0.0539996377952704,0.0339985394874902,0.0292644935241449,0.0789474184523374
-0.0395193118391687,1.11697620243865,-0.339373979278904,0.0480305469717968,0.0174880835338513,0.0230585623402944,0.0820691783487095
0.048441359935524,0.828901797040262,-0.114998059743189,0.0314875822696262,0.156026434394185,0.0427072413969967,0.0924965784193273
-0.00740840612909418,1.01466676990315,-0.2569933937677,0.0527588237392154,0.0232344867265422,0.077675615736485,0.0812199525552783
0.0279290377102096,0.905660797899933,-0.168791121041358,0.00191747392066612,0.121165464094728,0.0488574404428557,0.107462059008099
0.028604560959786,0.926369849263901,-0.174108835516065,0.0799586562009631,0.0375320977992828,0.0704794532980755,0.075255482589346
0.0450259398879417,0.997675340567084,-0.257276682741252,0.041318666276576,0.0679333519144544,0.0505707462037876,0.12377667448468
0.0375710711831068,0.891148237098064,-0.136101223058233,0.0413566231340351,0.0817667128529734,0.0673256659791049,0.0777008953984649
0.0213118150295289,0.802026103920383,-0.0759810904770822,0.104978951287821,0.0691410064473556,0.0472278564846131,0.0693080976278789
0.0209517222211538,0.800139240368349,-0.141824728224139,0.0459861635816548,0.155657765290197,0.0787027653337161,0.114552794786095
0.0274350856415068,0.888855795930937,-0.175517801654889,0.0294913211800722,0.143361129000213,0.0195652290030532,0.0995131179878989
0.0288579261116309,1.02679614867596,-0.315664800179371,0.0410201981945326,0.0365318755216146,0.0864073746108378,0.0955520512493697
0.0332439147718592,0.82330127480423,-0.107587152516532,0.0768519422716964,0.130995920257036,0.019217245137803,0.0826906017082524
0.0353190392611765,0.933904631075861,-0.193960794452362,0.054194695350513,0.0722251538459976,0.0608784124591599,0.089236549389227
-0.0462385818938499,0.997434333696833,-0.242839902050499,0.0610563499052127,0.054418066591502,0.0439633929976918,0.0746313931754091
0.0289557600890083,0.830971997113148,-0.0723643691179897,0.0667333778963465,0.090655491808179,0.0378575579447572,0.0688657915788578
0.0424176021967607,0.583137497417895,0.0425472330682808,0.0490206586467103,0.180230742721072,0.109709522853145,0.0692133092909699
-0.000926869851639388,0.95113094662276,-0.241840152215603,0.0219692996106662,0.0384673765325693,0.132753404530237,0.0928220710286713
