"Scale(t+1)","Scale","Scale.sq","Agri","AgriLag","MilTech","IronCav"
-0.0263719641528981,0.719551382630514,-0.0799751339376223,0.0301198327486358,0.13422593348671,0.0162945935783068,0.111648978064512
-0.0578332207998758,0.822893289461478,-0.0559917481649023,0.0284517695296173,0.0676925563341744,0.00337876747431525,0.0934100305516933
0.137738577395777,0.809501663964031,-0.0541907223826393,0.041972270835621,0.0756348026158796,0.015122121853667,0.0892650031194902
-0.026050838725296,0.710449747166138,-0.0777774522019717,0.0495260533461972,0.091653843816755,0.086402539946703,0.136118004880033
-0.0335637625242227,0.73971547217101,-0.0656450282294424,0.0365392259572265,0.116109547943247,0.0286765237761584,0.101133413322132
-0.010560156316713,0.778364707348573,-0.0631439235448695,0.0325345947196941,0.084285300494797,0.0500958862458821,0.0964825001039286
0.157463667208032,0.792492553659753,-0.0719494611921896,0.0303602910683246,0.0795497759173502,0.0417271104995601,0.0876423887783051
-0.00483713120894675,0.771945356487131,-0.0679295047949589,0.0176679469799171,0.0809736231750439,0.0219338953477085,0.107849746383331
0.192467546971092,0.763288229029743,-0.0635014107346433,0.0216526115994613,0.101900408962248,0.0400431568135006,0.101711255441752
0.167591627662322,0.786177093825495,-0.0507426190161206,0.00669589991219269,0.112426041991894,0.0361842807793342,0.074571987363513
-0.18067479872353,0.730995505765345,-0.0783213466276646,0.0743217422305585,0.152758943122541,-0.00312106558845881,0.0894009169064494
-0.13429698660151,0.76410346969707,-0.0717774747973978,0.0524126856509125,0.128860499102934,-0.018418257775622,0.0984144979449012
0.150240718204112,0.784545937597031,-0.0498810795901958,0.0574786592592578,0.107250884854749,-0.0032069258654698,0.0921886571203164
0.190518395416233,0.797210307275989,-0.0684230910958772,-0.00670145235937626,0.0790960716436667,0.0427646450645814,0.12945410998209
0.130866793682006,0.829674280649124,-0.0379747349725909,0.00972200263386848,0.0664341314029922,0.0190067794413042,0.0804390004676264
0.129412369791271,0.803775672141282,-0.042987140213076,0.0496726768826611,0.104299863588758,-0.0179322317636971,0.0856852513748815
0.0881213114531255,0.661125796707228,-0.093970210798067,0.0170448419978511,0.121402611206287,0.0817335097865016,0.148182906707309
0.222059101241893,0.74132533337117,-0.0631965009037098,0.0347527269121842,0.0818004947775583,0.0843254688260274,0.0991753957482236
0.167996321820344,0.790490348865788,-0.0563027145664131,0.0308472850617452,0.0151169452875674,0.00481781161805745,0.143457687432649
0.160080713058325,0.780778880789896,-0.0517253148673772,0.0499890722059882,0.0642175966947917,0.0243999434457685,0.0937797294456825
0.217835087159235,0.751869003699459,-0.0429780143281456,0.0158757728512253,0.0995910064210837,0.0699317526409443,0.0931286995658431
-0.0158112045655966,0.802679828490355,-0.0459000290917548,0.018688053690749,0.0541975012543229,0.0444135371702862,0.0962835924822067
0.234479913770258,0.732744272875607,-0.0872688344767738,0.0159176731946184,0.10735779273746,0.0274992511278933,0.15711514543445
0.168333891745984,0.721852693490067,-0.0607244353254659,0.106377321996369,0.175187955942123,-0.00977998512687153,0.0652942592894715
0.132026347808228,0.768866411858722,-0.0706939945105456,0.0972564156516346,0.114281529649735,-0.0456205275450548,0.104299044011167
0.167170946073235,0.763738977024526,-0.0771411699507901,0.0326528615997211,0.121821397463251,-0.00375805464971133,0.104179609945258
0.148907778906757,0.792145682344607,-0.0526405580272388,0.053301254321376,0.111042301759996,-0.00673452561469588,0.0990299193135106
0.182618094063367,0.734770245668778,-0.0943188266781129,0.0267970720546434,0.133347128762074,-0.0177013501184562,0.117590009174031
-0.000650335418707856,0.794578138305748,-0.0518582966293025,-0.00131889920084699,0.0998423102289839,0.0183867688947744,0.115811314242325
0.156169374153079,0.772372947787803,-0.085654461637088,0.0388975221883056,0.107282892459916,-0.0189244450347872,0.118386894691353
0.174656787572593,0.772773643481138,-0.062514093795204,0.0453720669660832,0.0834605100190262,0.0427313359870752,0.0920620522969383
0.164559004602296,0.789936974948366,-0.0585227367564439,0.00877347793916231,0.0942303266053538,0.0173822411720417,0.099079483343215
0.165230411934522,0.771276916841317,-0.0654918496852933,0.0400467756592236,0.101955699624513,0.0151769784264222,0.0940020850919253
0.236645649575917,0.747128812390647,-0.0629260704636932,-3.47486815863063e-05,0.0812278689929079,0.107754112987831,0.0988451746307394
0.184400221925423,0.72391316043483,-0.0857419649189913,0.0532422099587806,0.136529507505993,-0.0105840640492659,0.105254437073599
0.217232346005414,0.735354418206514,-0.0735800402597273,0.0299651322967093,0.11221128074105,0.083035244808053,0.0829497671163203
0.184053888505144,0.772953713415087,-0.0715340449309146,0.0201625116491536,0.115503854938194,0.0361580897829717,0.100572301205709
0.201456610255651,0.730498176252956,-0.0783142835038349,0.0895192675448998,0.109361728613765,0.0271872311886349,0.117737587585746
0.183395971774698,0.787146932663056,-0.0606121769529003,0.0217865817210725,0.0927616822564842,0.0666089541178165,0.0886496344106927
0.190899921707715,0.770692389471206,-0.0641326276063048,0.0232532869028299,0.100120661101384,0.0133311676641379,0.128828760972071
0.210317501481527,0.768531785635549,-0.070217226546575,0.00624191427804844,0.0867145426378331,0.0383559393732632,0.138817901353775
-0.0174966498987322,0.751548066854038,-0.0678167719705727,0.0449986582874885,0.124198158194503,0.0716465283002278,0.0701133808963693
0.201939240691554,0.746594882627913,-0.049903492313929,0.0522230222747313,0.105116749816542,0.0490766738981924,0.0922648024933747
0.149824651189845,0.786966699405774,-0.0655626484051505,0.0369693762769274,0.0827277485483946,0.0167734396906826,0.089026534329775
0.171118081866236,0.77651410473821,-0.0619764797377561,0.036535788077973,0.0999569698183519,0.0209573601256594,0.100407237723287
0.214688290252655,0.687918550305821,-0.111797242742959,0.0741711117598546,0.185815127859093,-0.00775204224256166,0.119513920186447
-0.000892423154636916,0.758428585860752,-0.0471287262796852,0.0364220789276821,0.0940595964783483,0.0499465595261946,0.103101962935338
0.184582574271548,0.773604990216433,-0.0692296462504205,0.0206187627319626,0.12002865351865,0.0598331868946521,0.0800369097451837
-0.0341691388686123,0.787062626719006,-0.066198491968024,0.0368525068307982,0.0920755907953113,0.0406589676672137,0.0912344276711909
