"NGA","PolID","Time","Class","uniq","Dupl","n"
"Basin of Mexico","MxAztec",1500,3,"y","n",9
"Cahokia","USMisEW",-600,1,"y","n",9
"Cahokia","USMisEW",-500,1,"n","n",9
"Cahokia","USMisEW",-400,1,"n","n",9
"Cahokia","USMisEW",-300,1,"n","n",9
"Cahokia","USMisEW",-200,1,"n","n",9
"Cahokia","USMisMW",-100,2,"y","n",9
"Cahokia","USMisMW",0,2,"n","n",9
"Cahokia","USMisMW",100,2,"n","n",9
"Cahokia","USMisMW",200,2,"n","n",9
"Cahokia","USMisRo",300,2,"y","n",9
"Cahokia","USMisRo",400,2,"n","n",9
"Cahokia","USMisMu",500,2,"y","n",9
"Cahokia","USMisPa",600,2,"y","n",9
"Cahokia","USMisPa",700,2,"n","n",9
"Cahokia","USMisSp",800,2,"y","n",9
"Cahokia","USMisME",900,2.5,"y","n",9
"Cahokia","USMisME",1000,2.33333,"n","n",9
"Cahokia","USCahoE",1100,2.33333,"y","n",9
"Cahokia","USCahoL",1200,2.33333,"y","n",9
"Cahokia","USMisSd",1300,2.33333,"y","n",9
"Cahokia","USOneot",1400,2.33333,"y","n",9
"Cahokia","USOneot",1500,2,"n","n",9
"Cahokia","USOneot",1600,2,"y","n",9
"Cahokia","USIllin",1700,2,"y","n",9
"Finger Lakes","UsIroqP",1300,2,"y","n",9
"Finger Lakes","UsIroqP",1400,2,"n","n",9
"Finger Lakes","UsIroqP",1500,2,"n","n",9
"Finger Lakes","UsIroqE",1600,3,"y","n",9
"Finger Lakes","UsIroqE",1700,3,"y","n",9
"Finger Lakes","UsIroqL",1800,3,"y","n",9
"Cuzco","PeCuzLF",100,3,"y","n",9
"Cuzco","PeCuzE1",200,3,"y","n",9
"Cuzco","PeCuzE1",300,3,"n","n",9
"Cuzco","PeCuzE1",400,3,"y","n",9
"Cuzco","PeCuzE2",500,3,"y","n",9
"Cuzco","PeCuzE2",600,3,"n","n",9
"Cuzco","PeWari*",700,3,"y","n",9
"Cuzco","PeWari*",800,3,"n","n",9
"Cuzco","PeWari*",900,3,"n","n",9
"Cuzco","PeCuzL1",1000,3,"y","n",9
"Cuzco","PeCuzL1",1100,2.25213234576411,"n","n",9
"Cuzco","PeCuzL1",1200,3,"n","n",9
"Cuzco","PeCuzL2",1300,3,"y","n",9
"Cuzco","PeInca*",1400,3,"y","n",9
"Cuzco","PeInca*",1500,3,"y","n",9
"Cuzco","EsHabsb",1600,3,"y","n",9
"Cuzco","EsHabsb",1700,3,"y","n",9
"North Colombia","CoNahua",300,1.05954871111702,"y","n",9
"North Colombia","CoNahua",400,1.11775134416631,"n","n",9
"North Colombia","CoNahua",500,2.95366222561335,"n","n",9
"North Colombia","CoNahua",600,2.53817181419986,"y","n",9
"North Colombia","CoNahua",700,2.48967266360685,"y","n",9
"North Colombia","CoNahua",800,2.51328223649107,"y","n",9
"North Colombia","CoNahua",900,2.27675556841658,"n","n",9
"North Colombia","CoNahua",1000,2.26828778961913,"n","n",9
"North Colombia","CoTairo",1100,1.11665891447484,"y","n",9
"North Colombia","CoTairo",1200,1.8805910349283,"y","n",9
"North Colombia","CoTairo",1300,2.47781536785436,"n","n",9
"North Colombia","CoTairo",1400,3,"y","n",9
"North Colombia","CoTairo",1500,3,"y","n",9
"Lowland Andes","EcJivaE",1600,2.02087813573004,"y","n",9
"Lowland Andes","EcJivaE",1700,1.67984528865345,"y","n",9
"Lowland Andes","EcJivaE",1800,2.66630390888433,"n","n",9
"Lowland Andes","EcJivaL",1900,2.75444861144036,"y","n",9
"Latium","ItLatCA",-3600,2,"y","n",10
"Latium","ItLatCA",-3500,2,"n","n",10
"Latium","ItLatCA",-3400,2,"n","n",10
"Latium","ItLatCA",-3300,2,"n","n",10
"Latium","ItLatCA",-3200,2,"n","n",10
"Latium","ItLatCA",-3100,2,"n","n",10
"Latium","ItLatCA",-3000,2,"n","n",10
"Latium","ItLatCA",-2900,2,"n","n",10
"Latium","ItLatCA",-2800,2,"n","n",10
"Latium","ItLatCA",-2700,2,"n","n",10
"Latium","ItLatCA",-2600,2,"n","n",10
"Latium","ItLatCA",-2500,2,"n","n",10
"Latium","ItLatCA",-2400,2,"n","n",10
"Latium","ItLatCA",-2300,2,"n","n",10
"Latium","ItLatCA",-2200,2,"n","n",10
"Latium","ItLatCA",-2100,2,"n","n",10
"Latium","ItLatCA",-2000,2,"n","n",10
"Latium","ItLatCA",-1900,2,"n","n",10
"Latium","ItLatBA",-1800,2.5,"y","n",10
"Latium","ItLatBA",-1700,2.5,"n","n",10
"Latium","ItLatBA",-1600,2.5,"n","n",10
"Latium","ItLatBA",-1500,2.5,"n","n",10
"Latium","ItLatBA",-1400,2.5,"n","n",10
"Latium","ItLatBA",-1300,2.5,"n","n",10
"Latium","ItLatBA",-1200,2.5,"n","n",10
"Latium","ItLatBA",-1100,2.5,"y","n",10
"Latium","ItLatIA",-1000,2.5,"y","n",10
"Latium","ItLatIA",-900,2.5,"n","n",10
"Latium","ItLatIA",-800,2.5,"n","n",10
"Latium","ItRomRg",-700,3,"y","n",10
"Latium","ItRomRg",-600,3,"y","n",10
"Latium","ItRomER",-500,3,"y","n",10
"Latium","ItRomER",-400,3,"y","n",10
"Latium","ItRomER",-300,3,"y","n",10
"Latium","ItRomMR",-200,3,"y","n",10
"Latium","ItRomLR",-100,3,"y","n",10
"Latium","ItRomPr",0,3,"y","n",10
"Latium","ItRomPr",100,3,"y","n",10
"Latium","ItRomPr",200,3,"y","n",10
"Latium","TrRomDm",300,3,"y","y",10
"Latium","ItRomWe",400,3,"y","n",10
"Latium","ItOstrg",500,3,"y","n",10
"Latium","ItRav**",600,3,"y","n",10
"Latium","ItRav**",700,3,"y","n",10
"Latium","ItStPet",800,3,"y","n",10
"Latium","ItStPet",900,3,"y","n",10
"Latium","ItPapEM",1000,3,"y","n",10
"Latium","ItPapEM",1100,3,"y","n",10
"Latium","ItPapHM",1200,3,"y","n",10
"Latium","ItPapHM",1300,3,"y","n",10
"Latium","ItPapRn",1400,3,"y","n",10
"Latium","ItPapRn",1500,3,"y","n",10
"Latium","ItPapM1",1600,3,"y","n",10
"Latium","ItPapM2",1700,3,"y","n",10
"Latium","ItPapM2",1800,3,"y","n",10
"Paris Basin","FrBeakr",-3200,2,"y","n",10
"Paris Basin","FrBeakr",-3100,2,"n","n",10
"Paris Basin","FrBeakr",-3000,2,"n","n",10
"Paris Basin","FrBeakr",-2900,2,"n","n",10
"Paris Basin","FrBeakr",-2800,2,"n","n",10
"Paris Basin","FrBeakr",-2700,2,"n","n",10
"Paris Basin","FrBeakr",-2600,2,"n","n",10
"Paris Basin","FrBeakr",-2500,2,"n","n",10
"Paris Basin","FrBeakr",-2400,2,"n","n",10
"Paris Basin","FrBeakr",-2300,2,"n","n",10
"Paris Basin","FrAtlBA",-2200,2,"y","n",10
"Paris Basin","FrAtlBA",-2100,2,"n","n",10
"Paris Basin","FrAtlBA",-2000,2,"n","n",10
"Paris Basin","FrAtlBA",-1900,2,"n","n",10
"Paris Basin","FrAtlBA",-1800,2,"n","n",10
"Paris Basin","FrAtlBA",-1700,2,"n","n",10
"Paris Basin","FrAtlBA",-1600,2,"n","n",10
"Paris Basin","FrAtlBA",-1500,2,"n","n",10
"Paris Basin","FrAtlBA",-1400,2,"n","n",10
"Paris Basin","FrAtlBA",-1300,2,"n","n",10
"Paris Basin","FrAtlBA",-1200,2,"n","n",10
"Paris Basin","FrAtlBA",-1100,2,"n","n",10
"Paris Basin","FrHallA",-1000,2,"y","n",10
"Paris Basin","FrHallB",-900,2,"y","n",10
"Paris Basin","FrHallB",-800,3,"y","n",10
"Paris Basin","FrHallC",-700,3,"y","n",10
"Paris Basin","FrHallD",-600,3,"y","n",10
"Paris Basin","FrHallD",-500,3,"n","n",10
"Paris Basin","FrTeneA",-400,3,"y","n",10
"Paris Basin","FrTeneB",-300,3,"y","n",10
"Paris Basin","FrTeneB",-200,3,"y","n",10
"Paris Basin","FrTeneC",-100,3,"y","n",10
"Paris Basin","ItRomPr",0,3,"y","y",10
"Paris Basin","ItRomPr",100,3,"n","y",10
"Paris Basin","ItRomPr",200,3,"n","y",10
"Paris Basin","TrRomDm",300,3,"y","y",10
"Paris Basin","TrERom*",400,3,"y","y",10
"Paris Basin","FrMervE",500,3,"y","n",10
"Paris Basin","FrMervM",600,3,"y","n",10
"Paris Basin","FrMervL",700,3,"y","n",10
"Paris Basin","FrCarlE",800,3,"y","n",10
"Paris Basin","FrCarlL",900,3,"y","n",10
"Paris Basin","FrCaptE",1000,3,"y","n",10
"Paris Basin","FrCaptE",1100,3,"y","n",10
"Paris Basin","FrCaptL",1200,3,"y","n",10
"Paris Basin","FrCaptL",1300,3,"y","n",10
"Paris Basin","FrValoE",1400,3,"y","n",10
"Paris Basin","FrValoL",1500,3,"y","n",10
"Paris Basin","FrBurbE",1600,3,"y","n",10
"Paris Basin","FrBurbL",1700,3,"y","n",10
"Iceland","IsCommw",1000,3,"y","n",10
"Iceland","IsCommw",1100,3,"y","n",10
"Iceland","IsCommw",1200,3,"y","n",10
"Iceland","NorKing",1300,3,"y","n",10
"Crete","GrCrNeo",-7000,1,"y","n",10
"Crete","GrCrNeo",-6900,1,"n","n",10
"Crete","GrCrNeo",-6800,1,"n","n",10
"Crete","GrCrNeo",-6700,1,"n","n",10
"Crete","GrCrNeo",-6600,1,"n","n",10
"Crete","GrCrNeo",-6500,1,"n","n",10
"Crete","GrCrNeo",-6400,1,"n","n",10
"Crete","GrCrNeo",-6300,1,"n","n",10
"Crete","GrCrNeo",-6200,1,"n","n",10
"Crete","GrCrNeo",-6100,1,"n","n",10
"Crete","GrCrNeo",-6000,2,"n","n",10
"Crete","GrCrNeo",-5900,2,"n","n",10
"Crete","GrCrNeo",-5800,2,"y","n",10
"Crete","GrCrNeo",-5700,2,"n","n",10
"Crete","GrCrNeo",-5600,2,"n","n",10
"Crete","GrCrNeo",-5500,2,"n","n",10
"Crete","GrCrNeo",-5400,2,"n","n",10
"Crete","GrCrNeo",-5300,2,"n","n",10
"Crete","GrCrNeo",-5200,2,"y","n",10
"Crete","GrCrNeo",-5100,2,"n","n",10
"Crete","GrCrNeo",-5000,2,"n","n",10
"Crete","GrCrNeo",-4900,2,"n","n",10
"Crete","GrCrNeo",-4800,2,"y","n",10
"Crete","GrCrNeo",-4700,2,"n","n",10
"Crete","GrCrNeo",-4600,2,"n","n",10
"Crete","GrCrNeo",-4500,2,"n","n",10
"Crete","GrCrNeo",-4400,2,"n","n",10
"Crete","GrCrNeo",-4300,2,"n","n",10
"Crete","GrCrNeo",-4200,2,"n","n",10
"Crete","GrCrNeo",-4100,2,"n","n",10
"Crete","GrCrNeo",-4000,2,"n","n",10
"Crete","GrCrNeo",-3900,2,"n","n",10
"Crete","GrCrNeo",-3800,2,"n","n",10
"Crete","GrCrNeo",-3700,2,"n","n",10
"Crete","GrCrNeo",-3600,2,"n","n",10
"Crete","GrCrNeo",-3500,2,"n","n",10
"Crete","GrCrNeo",-3400,2,"n","n",10
"Crete","GrCrNeo",-3300,2,"n","n",10
"Crete","GrCrNeo",-3200,2,"n","n",10
"Crete","GrCrNeo",-3100,2.5,"n","n",10
"Crete","GrCrPre",-3000,2.5,"y","n",10
"Crete","GrCrPre",-2900,2.5,"n","n",10
"Crete","GrCrPre",-2800,2.5,"n","n",10
"Crete","GrCrPre",-2700,2.5,"n","n",10
"Crete","GrCrPre",-2600,2.5,"n","n",10
"Crete","GrCrPre",-2500,3,"n","n",10
"Crete","GrCrPre",-2400,3,"y","n",10
"Crete","GrCrPre",-2300,3,"n","n",10
"Crete","GrCrPre",-2200,3,"n","n",10
"Crete","GrCrPre",-2100,3,"y","n",10
"Crete","GrCrPre",-2000,3,"n","n",10
"Crete","GrCrOPa",-1900,3,"y","n",10
"Crete","GrCrOPa",-1800,3,"n","n",10
"Crete","GrCrNPa",-1700,3,"y","n",10
"Crete","GrCrNPa",-1600,3,"n","n",10
"Crete","GrCrNPa",-1500,3,"n","n",10
"Crete","GrCrMPa",-1400,3,"y","n",10
"Crete","GrCrPPa",-1300,3,"y","n",10
"Crete","GrCrFPa",-1200,3,"y","n",10
"Crete","GrCrFPa",-1100,3,"n","n",10
"Crete","GrCrGeo",-1000,3,"y","n",10
"Crete","GrCrGeo",-900,3,"n","n",10
"Crete","GrCrGeo",-800,3,"n","n",10
"Crete","GrCrArc",-700,3,"y","n",10
"Crete","GrCrArc",-600,3,"n","n",10
"Crete","GrCrCls",-500,3,"y","n",10
"Crete","GrCrCls",-400,3,"n","n",10
"Crete","GrCrHel",-300,3,"y","n",10
"Crete","GrCrHel",-200,3,"n","n",10
"Crete","GrCrHel",-100,3,"n","n",10
"Crete","ItRomPr",0,3,"y","y",10
"Crete","ItRomPr",100,3,"n","y",10
"Crete","ItRomPr",200,3,"n","y",10
"Crete","TrRomDm",300,3,"y","y",10
"Crete","TrERom*",400,3,"y","y",10
"Crete","TrERom*",500,3,"n","y",10
"Crete","TrERom*",600,3,"n","y",10
"Crete","TrByzM1",700,3,"y","y",10
"Crete","TrByzM1",800,3,"n","y",10
"Crete","GrCrEmr",900,3,"y","n",10
"Crete","TrByzM2",1000,3,"y","y",10
"Crete","TrByzM3",1100,3,"y","n",10
"Crete","TrByzM3",1200,3,"y","n",10
"Crete","ItVenR3",1300,3,"y","n",10
"Crete","ItVenR3",1400,3,"n","n",10
"Crete","ItVenR3",1500,3,"n","n",10
"Crete","ItVenR4",1600,3,"y","n",10
"Crete","TrOttm4",1700,3,"y","y",10
"Crete","TrOttm4",1800,3,"n","y",10
"Upper Egypt","EgBadar",-4400,2,"y","n",10
"Upper Egypt","EgBadar",-4300,2,"n","n",10
"Upper Egypt","EgBadar",-4200,2,"n","n",10
"Upper Egypt","EgBadar",-4100,2,"n","n",10
"Upper Egypt","EgBadar",-4000,2,"n","n",10
"Upper Egypt","EgBadar",-3900,2,"n","n",10
"Upper Egypt","EgNaqa1",-3800,2,"y","n",10
"Upper Egypt","EgNaqa1",-3700,2,"y","n",10
"Upper Egypt","EgNaqa1",-3600,2,"y","n",10
"Upper Egypt","EgNaqa2",-3500,2,"y","n",10
"Upper Egypt","EgNaqa2",-3400,2,"y","n",10
"Upper Egypt","EgNaqa3",-3300,2,"y","n",10
"Upper Egypt","EgNaqa3",-3200,2,"n","n",10
"Upper Egypt","EgDyn1*",-3100,2,"y","n",10
"Upper Egypt","EgDyn1*",-3000,3,"n","n",10
"Upper Egypt","EgDyn2*",-2900,3,"y","n",10
"Upper Egypt","EgDyn2*",-2800,3,"y","n",10
"Upper Egypt","EgDyn2*",-2700,3,"y","n",10
"Upper Egypt","EgOldK1",-2600,3,"y","n",10
"Upper Egypt","EgOldK1",-2500,3,"n","n",10
"Upper Egypt","EgOldK1",-2400,3,"n","n",10
"Upper Egypt","EgOldK2",-2300,3,"y","n",10
"Upper Egypt","EgOldK2",-2200,3,"n","n",10
"Upper Egypt","EgRegns",-2100,3,"y","n",10
"Upper Egypt","EgMidKg",-2000,3,"y","n",10
"Upper Egypt","EgMidKg",-1900,3,"y","n",10
"Upper Egypt","EgMidKg",-1800,3,"y","n",10
"Upper Egypt","EgThebH",-1700,3,"y","n",10
"Upper Egypt","EgThebH",-1600,3,"n","n",10
"Upper Egypt","EgNKThu",-1500,3,"y","n",10
"Upper Egypt","EgNKThu",-1400,3,"y","n",10
"Upper Egypt","EgNKThu",-1300,3,"y","n",10
"Upper Egypt","EgNKRam",-1200,3,"y","n",10
"Upper Egypt","EgNKRam",-1100,3,"y","n",10
"Upper Egypt","EgThebL",-1000,3,"y","n",10
"Upper Egypt","EgThebL",-900,3,"y","n",10
"Upper Egypt","EgThebL",-800,3,"n","n",10
"Upper Egypt","SdKusht",-700,3,"y","n",10
"Upper Egypt","EgSaite",-600,3,"y","n",10
"Upper Egypt","IrAchae",-500,3,"y","y",10
"Upper Egypt","EgIntOc",-400,3,"y","n",10
"Upper Egypt","EgPtol1",-300,3,"y","n",10
"Upper Egypt","EgPtol2",-200,3,"y","n",10
"Upper Egypt","EgPtol2",-100,3,"y","n",10
"Upper Egypt","ItRomPr",0,3,"y","y",10
"Upper Egypt","ItRomPr",100,3,"n","y",10
"Upper Egypt","ItRomPr",200,3,"n","y",10
"Upper Egypt","TrRomDm",300,3,"y","y",10
"Upper Egypt","TrERom*",400,3,"y","y",10
"Upper Egypt","TrERom*",500,3,"n","y",10
"Upper Egypt","TrERom*",600,3,"n","y",10
"Upper Egypt","SyCalUm",700,3,"y","y",10
"Upper Egypt","IqAbbs1",800,3,"y","y",10
"Upper Egypt","EgTulIk",900,3,"y","n",10
"Upper Egypt","TnFatim",1000,3,"y","n",10
"Upper Egypt","TnFatim",1100,3,"y","n",10
"Upper Egypt","EgAyyub",1200,3,"y","n",10
"Upper Egypt","EgMamBh",1300,3,"y","n",10
"Upper Egypt","EgMamCP",1400,3,"y","n",10
"Upper Egypt","EgMamBu",1500,3,"y","n",10
"Upper Egypt","TrOttm3",1600,3,"y","y",10
"Upper Egypt","TrOttm4",1700,3,"y","y",10
"Niger Inland Delta","MlJeJe1",-200,2,"y","n",10
"Niger Inland Delta","MlJeJe1",-100,2,"n","n",10
"Niger Inland Delta","MlJeJe1",0,2,"n","n",10
"Niger Inland Delta","MlJeJe2",100,2,"y","n",10
"Niger Inland Delta","MlJeJe2",200,2,"n","n",10
"Niger Inland Delta","MlJeJe2",300,2,"n","n",10
"Niger Inland Delta","MlJeJe3",400,2,"y","n",10
"Niger Inland Delta","MlJeJe3",500,2,"n","n",10
"Niger Inland Delta","MlJeJe3",600,2,"n","n",10
"Niger Inland Delta","MlJeJe3",700,2,"n","n",10
"Niger Inland Delta","MlJeJe3",800,3,"n","n",10
"Niger Inland Delta","MlJeJe4",900,3,"y","n",10
"Niger Inland Delta","MrWagdM",1000,3,"y","n",10
"Niger Inland Delta","MrWagdL",1100,3,"y","n",10
"Niger Inland Delta","MrWagdL",1200,3,"n","n",10
"Niger Inland Delta","MlMali*",1300,3,"y","n",10
"Niger Inland Delta","MlMali*",1400,3,"y","n",10
"Niger Inland Delta","MlSong2",1500,3,"y","n",10
"Niger Inland Delta","MaSaadi",1600,3,"y","n",10
"Niger Inland Delta","MlSegou",1700,3,"y","n",10
"Niger Inland Delta","MlBaman",1800,3,"y","n",10
"Ghanaian Coast","GhAshnE",1600,3,"y","n",10
"Ghanaian Coast","GhAshnE",1700,3,"y","n",10
"Ghanaian Coast","GhAshnL",1800,3,"y","n",10
"Southern Mesopotamia","IqSoNeo",-9000,1,"y","n",10
"Southern Mesopotamia","IqSoNeo",-8900,1,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8800,1,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8700,1,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8600,1,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8500,1.6,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8400,1.6,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8300,1.6,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8200,1.6,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8100,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-8000,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7900,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7800,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7700,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7600,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7500,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7400,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7300,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7200,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7100,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-7000,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6900,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6800,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6700,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6600,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6500,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6400,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6300,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6200,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6100,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-6000,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-5900,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-5800,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-5700,2,"n","n",10
"Southern Mesopotamia","IqSoNeo",-5600,2,"n","n",10
"Southern Mesopotamia","IqUbaid",-5500,3,"y","n",10
"Southern Mesopotamia","IqUbaid",-5400,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-5300,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-5200,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-5100,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-5000,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4900,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4800,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4700,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4600,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4500,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4400,3,"n","n",10
"Southern Mesopotamia","IqUbaid",-4300,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-4200,3,"y","n",10
"Southern Mesopotamia","IqUruk*",-4100,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-4000,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3900,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3800,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3700,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3600,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3500,3,"y","n",10
"Southern Mesopotamia","IqUruk*",-3400,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3300,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3200,3,"n","n",10
"Southern Mesopotamia","IqUruk*",-3100,2.72191045639223,"n","n",10
"Southern Mesopotamia","IqUruk*",-3000,2.97425455705194,"n","n",10
"Southern Mesopotamia","IqEDyn*",-2900,3,"y","n",10
"Southern Mesopotamia","IqEDyn*",-2800,3,"n","n",10
"Southern Mesopotamia","IqEDyn*",-2700,3,"n","n",10
"Southern Mesopotamia","IqEDyn*",-2600,3,"n","n",10
"Southern Mesopotamia","IqEDyn*",-2500,3,"n","n",10
"Southern Mesopotamia","IqEDyn*",-2400,3,"n","n",10
"Southern Mesopotamia","IqAkkad",-2300,3,"y","n",10
"Southern Mesopotamia","IqAkkad",-2200,3,"y","n",10
"Southern Mesopotamia","IqUrIII",-2100,3,"y","n",10
"Southern Mesopotamia","IqIsinL",-2000,3,"y","n",10
"Southern Mesopotamia","IqIsinL",-1900,3,"n","n",10
"Southern Mesopotamia","IqBabAm",-1800,3,"y","n",10
"Southern Mesopotamia","IqBabAm",-1700,3,"n","n",10
"Southern Mesopotamia","IqBabAm",-1600,3,"n","n",10
"Southern Mesopotamia","IqBabKs",-1500,3,"y","n",10
"Southern Mesopotamia","IqBabKs",-1400,3,"n","n",10
"Southern Mesopotamia","IqBabKs",-1300,3,"n","n",10
"Southern Mesopotamia","IqBabKs",-1200,3,"n","n",10
"Southern Mesopotamia","IqIsin2",-1100,3,"y","n",10
"Southern Mesopotamia","IqBazi*",-1000,3,"y","n",10
"Southern Mesopotamia","IqDynE*",-900,3,"y","n",10
"Southern Mesopotamia","IqDynE*",-800,3,"n","n",10
"Southern Mesopotamia","IqNAssr",-700,3,"y","n",10
"Southern Mesopotamia","IqNeoBb",-600,3,"y","n",10
"Southern Mesopotamia","IrAchae",-500,3,"y","y",10
"Southern Mesopotamia","IrAchae",-400,3,"n","y",10
"Southern Mesopotamia","IrSeleu",-300,3,"y","y",10
"Southern Mesopotamia","IrSeleu",-200,3,"n","y",10
"Southern Mesopotamia","IrPart1",-100,3,"y","y",10
"Southern Mesopotamia","IrPart1",0,3,"n","y",10
"Southern Mesopotamia","IrPart2",100,3,"y","n",10
"Southern Mesopotamia","IrPart2",200,3,"y","n",10
"Southern Mesopotamia","IrSasn1",300,3,"y","y",10
"Southern Mesopotamia","IrSasn1",400,3,"n","y",10
"Southern Mesopotamia","IrSasn2",500,3,"y","y",10
"Southern Mesopotamia","IrSasn2",600,3,"n","y",10
"Southern Mesopotamia","SyCalUm",700,3,"y","n",10
"Southern Mesopotamia","IqAbbs1",800,3,"y","n",10
"Southern Mesopotamia","IqAbbs1",900,3,"y","n",10
"Southern Mesopotamia","IrBuyid",1000,3,"y","y",10
"Southern Mesopotamia","IrSeljq",1100,3,"y","y",10
"Southern Mesopotamia","IqAbbs2",1200,3,"y","n",10
"Southern Mesopotamia","IrIlkhn",1300,3,"y","y",10
"Southern Mesopotamia","UzTimur",1400,3,"y","y",10
"Southern Mesopotamia","IrSafvd",1500,3,"y","y",10
"Southern Mesopotamia","TrOttm3",1600,3,"y","y",10
"Southern Mesopotamia","TrOttm4",1700,3,"y","y",10
"Southern Mesopotamia","TrOttm4",1800,3,"n","y",10
"Susiana","IrPrCer",-7800,2,"y","n",10
"Susiana","IrPrCer",-7700,2,"n","n",10
"Susiana","IrPrCer",-7600,2,"n","n",10
"Susiana","IrPrCer",-7500,2,"n","n",10
"Susiana","IrPrCer",-7400,2,"n","n",10
"Susiana","IrPrCer",-7300,2,"n","n",10
"Susiana","IrForma",-7200,2,"y","n",10
"Susiana","IrForma",-7100,2,"n","n",10
"Susiana","IrArcha",-7000,2,"y","n",10
"Susiana","IrArcha",-6900,2,"n","n",10
"Susiana","IrArcha",-6800,2,"n","n",10
"Susiana","IrArcha",-6700,2,"n","n",10
"Susiana","IrArcha",-6600,2,"n","n",10
"Susiana","IrArcha",-6500,2,"n","n",10
"Susiana","IrArcha",-6400,2,"n","n",10
"Susiana","IrArcha",-6300,2,"n","n",10
"Susiana","IrArcha",-6200,2,"n","n",10
"Susiana","IrArcha",-6100,2,"n","n",10
"Susiana","IrKhzE*",-6000,2,"y","n",10
"Susiana","IrKhzE*",-5900,2,"n","n",10
"Susiana","IrKhzE*",-5800,2,"n","n",10
"Susiana","IrKhzEM",-5700,2,"y","n",10
"Susiana","IrKhzEM",-5600,2,"n","n",10
"Susiana","IrKhzEM",-5500,3,"n","n",10
"Susiana","IrKhzEM",-5400,3,"n","n",10
"Susiana","IrKhzEM",-5300,3,"n","n",10
"Susiana","IrKhzEM",-5200,3,"n","n",10
"Susiana","IrKhzM*",-5100,3,"y","n",10
"Susiana","IrKhzM*",-5000,2.5,"n","n",10
"Susiana","IrKhzM*",-4900,2.5,"y","n",10
"Susiana","IrKhzM*",-4800,2.5,"n","n",10
"Susiana","IrKhzL*",-4700,2.5,"y","n",10
"Susiana","IrKhzL*",-4600,2.5,"n","n",10
"Susiana","IrKhzL*",-4500,2.5,"n","n",10
"Susiana","IrKhzL*",-4400,2.5,"n","n",10
"Susiana","IrSusa1",-4300,2.5,"y","n",10
"Susiana","IrSusa1",-4200,2.5,"n","n",10
"Susiana","IrSusa1",-4100,2.5,"n","n",10
"Susiana","IrSusa1",-4000,2,"n","n",10
"Susiana","IrSusa1",-3900,2,"y","n",10
"Susiana","IrSusa2",-3800,2,"y","n",10
"Susiana","IrSusa2",-3700,2,"y","n",10
"Susiana","IrSusa2",-3600,2,"y","n",10
"Susiana","IrSusa2",-3500,2.5,"y","n",10
