"NGA","PolID","Time","Class","uniq","Dupl","n"
"Paris Basin","FrCaptE",1100,3,"y","n",6
"Paris Basin","FrCaptL",1200,3,"y","n",6
"Paris Basin","FrCaptL",1300,3,"y","n",6
"Paris Basin","FrValoE",1400,3,"y","n",6
"Paris Basin","FrValoL",1500,3,"y","n",6
"Paris Basin","FrBurbE",1600,3,"y","n",6
"Paris Basin","FrBurbL",1700,3,"y","n",6
"Iceland","IsCommw",1000,3,"y","n",6
"Iceland","IsCommw",1100,3,"y","n",6
"Iceland","IsCommw",1200,3,"y","n",6
"Iceland","NorKing",1300,3,"y","n",6
"Crete","GrCrNeo",-7000,1,"y","n",6
"Crete","GrCrNeo",-6900,1,"n","n",6
"Crete","GrCrNeo",-6800,1,"n","n",6
"Crete","GrCrNeo",-6700,1,"n","n",6
"Crete","GrCrNeo",-6600,1,"n","n",6
"Crete","GrCrNeo",-6500,1,"n","n",6
"Crete","GrCrNeo",-6400,1,"n","n",6
"Crete","GrCrNeo",-6300,1,"n","n",6
"Crete","GrCrNeo",-6200,1,"n","n",6
"Crete","GrCrNeo",-6100,1,"n","n",6
"Crete","GrCrNeo",-6000,2,"n","n",6
"Crete","GrCrNeo",-5900,2,"n","n",6
"Crete","GrCrNeo",-5800,2,"y","n",6
"Crete","GrCrNeo",-5700,2,"n","n",6
"Crete","GrCrNeo",-5600,2,"n","n",6
"Crete","GrCrNeo",-5500,2,"n","n",6
"Crete","GrCrNeo",-5400,2,"n","n",6
"Crete","GrCrNeo",-5300,2,"n","n",6
"Crete","GrCrNeo",-5200,2,"y","n",6
"Crete","GrCrNeo",-5100,2,"n","n",6
"Crete","GrCrNeo",-5000,2,"n","n",6
"Crete","GrCrNeo",-4900,2,"n","n",6
"Crete","GrCrNeo",-4800,2,"y","n",6
"Crete","GrCrNeo",-4700,2,"n","n",6
"Crete","GrCrNeo",-4600,2,"n","n",6
"Crete","GrCrNeo",-4500,2,"n","n",6
"Crete","GrCrNeo",-4400,2,"n","n",6
"Crete","GrCrNeo",-4300,2,"n","n",6
"Crete","GrCrNeo",-4200,2,"n","n",6
"Crete","GrCrNeo",-4100,2,"n","n",6
"Crete","GrCrNeo",-4000,2,"n","n",6
"Crete","GrCrNeo",-3900,2,"n","n",6
"Crete","GrCrNeo",-3800,2,"n","n",6
"Crete","GrCrNeo",-3700,2,"n","n",6
"Crete","GrCrNeo",-3600,2,"n","n",6
"Crete","GrCrNeo",-3500,2,"n","n",6
"Crete","GrCrNeo",-3400,2,"n","n",6
"Crete","GrCrNeo",-3300,2,"n","n",6
"Crete","GrCrNeo",-3200,2,"n","n",6
"Crete","GrCrNeo",-3100,2.5,"n","n",6
"Crete","GrCrPre",-3000,2.5,"y","n",6
"Crete","GrCrPre",-2900,2.5,"n","n",6
"Crete","GrCrPre",-2800,2.5,"n","n",6
"Crete","GrCrPre",-2700,2.5,"n","n",6
"Crete","GrCrPre",-2600,2.5,"n","n",6
"Crete","GrCrPre",-2500,3,"n","n",6
"Crete","GrCrPre",-2400,3,"y","n",6
"Crete","GrCrPre",-2300,3,"n","n",6
"Crete","GrCrPre",-2200,3,"n","n",6
"Crete","GrCrPre",-2100,3,"y","n",6
"Crete","GrCrPre",-2000,3,"n","n",6
"Crete","GrCrOPa",-1900,3,"y","n",6
"Crete","GrCrOPa",-1800,3,"n","n",6
"Crete","GrCrNPa",-1700,3,"y","n",6
"Crete","GrCrNPa",-1600,3,"n","n",6
"Crete","GrCrNPa",-1500,3,"n","n",6
"Crete","GrCrMPa",-1400,3,"y","n",6
"Crete","GrCrPPa",-1300,3,"y","n",6
"Crete","GrCrFPa",-1200,3,"y","n",6
"Crete","GrCrFPa",-1100,3,"n","n",6
"Crete","GrCrGeo",-1000,3,"y","n",6
"Crete","GrCrGeo",-900,3,"n","n",6
"Crete","GrCrGeo",-800,3,"n","n",6
"Crete","GrCrArc",-700,3,"y","n",6
"Crete","GrCrArc",-600,3,"n","n",6
"Crete","GrCrCls",-500,3,"y","n",6
"Crete","GrCrCls",-400,3,"n","n",6
"Crete","GrCrHel",-300,3,"y","n",6
"Crete","GrCrHel",-200,3,"n","n",6
"Crete","GrCrHel",-100,3,"n","n",6
"Crete","ItRomPr",0,3,"y","y",6
"Crete","ItRomPr",100,3,"n","y",6
"Crete","ItRomPr",200,3,"n","y",6
"Crete","TrRomDm",300,3,"y","y",6
"Crete","TrERom*",400,3,"y","y",6
"Crete","TrERom*",500,3,"n","y",6
"Crete","TrERom*",600,3,"n","y",6
"Crete","TrByzM1",700,3,"y","y",6
"Crete","TrByzM1",800,3,"n","y",6
"Crete","GrCrEmr",900,3,"y","n",6
"Crete","TrByzM2",1000,3,"y","y",6
"Crete","TrByzM3",1100,3,"y","n",6
"Crete","TrByzM3",1200,3,"y","n",6
"Crete","ItVenR3",1300,3,"y","n",6
"Crete","ItVenR3",1400,3,"n","n",6
"Crete","ItVenR3",1500,3,"n","n",6
"Crete","ItVenR4",1600,3,"y","n",6
"Crete","TrOttm4",1700,3,"y","y",6
"Crete","TrOttm4",1800,3,"n","y",6
"Upper Egypt","EgBadar",-4400,2,"y","n",6
"Upper Egypt","EgBadar",-4300,2,"n","n",6
"Upper Egypt","EgBadar",-4200,2,"n","n",6
"Upper Egypt","EgBadar",-4100,2,"n","n",6
"Upper Egypt","EgBadar",-4000,2,"n","n",6
"Upper Egypt","EgBadar",-3900,2,"n","n",6
"Upper Egypt","EgNaqa1",-3800,2,"y","n",6
"Upper Egypt","EgNaqa1",-3700,2,"y","n",6
"Upper Egypt","EgNaqa1",-3600,2,"y","n",6
"Upper Egypt","EgNaqa2",-3500,2,"y","n",6
"Upper Egypt","EgNaqa2",-3400,2,"y","n",6
"Upper Egypt","EgNaqa3",-3300,2,"y","n",6
"Upper Egypt","EgNaqa3",-3200,2,"n","n",6
"Upper Egypt","EgDyn1*",-3100,2,"y","n",6
"Upper Egypt","EgDyn1*",-3000,3,"n","n",6
"Upper Egypt","EgDyn2*",-2900,3,"y","n",6
"Upper Egypt","EgDyn2*",-2800,3,"y","n",6
"Upper Egypt","EgDyn2*",-2700,3,"y","n",6
"Upper Egypt","EgOldK1",-2600,3,"y","n",6
"Upper Egypt","EgOldK1",-2500,3,"n","n",6
"Upper Egypt","EgOldK1",-2400,3,"n","n",6
"Upper Egypt","EgOldK2",-2300,3,"y","n",6
"Upper Egypt","EgOldK2",-2200,3,"n","n",6
"Upper Egypt","EgRegns",-2100,3,"y","n",6
"Upper Egypt","EgMidKg",-2000,3,"y","n",6
"Upper Egypt","EgMidKg",-1900,3,"y","n",6
"Upper Egypt","EgMidKg",-1800,3,"y","n",6
"Upper Egypt","EgThebH",-1700,3,"y","n",6
"Upper Egypt","EgThebH",-1600,3,"n","n",6
"Upper Egypt","EgNKThu",-1500,3,"y","n",6
"Upper Egypt","EgNKThu",-1400,3,"y","n",6
"Upper Egypt","EgNKThu",-1300,3,"y","n",6
"Upper Egypt","EgNKRam",-1200,3,"y","n",6
"Upper Egypt","EgNKRam",-1100,3,"y","n",6
"Upper Egypt","EgThebL",-1000,3,"y","n",6
"Upper Egypt","EgThebL",-900,3,"y","n",6
"Upper Egypt","EgThebL",-800,3,"n","n",6
"Upper Egypt","SdKusht",-700,3,"y","n",6
"Upper Egypt","EgSaite",-600,3,"y","n",6
"Upper Egypt","IrAchae",-500,3,"y","y",6
"Upper Egypt","EgIntOc",-400,3,"y","n",6
"Upper Egypt","EgPtol1",-300,3,"y","n",6
"Upper Egypt","EgPtol2",-200,3,"y","n",6
"Upper Egypt","EgPtol2",-100,3,"y","n",6
"Upper Egypt","ItRomPr",0,3,"y","y",6
"Upper Egypt","ItRomPr",100,3,"n","y",6
"Upper Egypt","ItRomPr",200,3,"n","y",6
"Upper Egypt","TrRomDm",300,3,"y","y",6
"Upper Egypt","TrERom*",400,3,"y","y",6
"Upper Egypt","TrERom*",500,3,"n","y",6
"Upper Egypt","TrERom*",600,3,"n","y",6
"Upper Egypt","SyCalUm",700,3,"y","y",6
"Upper Egypt","IqAbbs1",800,3,"y","y",6
"Upper Egypt","EgTulIk",900,3,"y","n",6
"Upper Egypt","TnFatim",1000,3,"y","n",6
"Upper Egypt","TnFatim",1100,3,"y","n",6
"Upper Egypt","EgAyyub",1200,3,"y","n",6
"Upper Egypt","EgMamBh",1300,3,"y","n",6
"Upper Egypt","EgMamCP",1400,3,"y","n",6
"Upper Egypt","EgMamBu",1500,3,"y","n",6
"Upper Egypt","TrOttm3",1600,3,"y","y",6
"Upper Egypt","TrOttm4",1700,3,"y","y",6
"Niger Inland Delta","MlJeJe1",-200,2,"y","n",6
"Niger Inland Delta","MlJeJe1",-100,2,"n","n",6
"Niger Inland Delta","MlJeJe1",0,2,"n","n",6
"Niger Inland Delta","MlJeJe2",100,2,"y","n",6
"Niger Inland Delta","MlJeJe2",200,2,"n","n",6
"Niger Inland Delta","MlJeJe2",300,2,"n","n",6
"Niger Inland Delta","MlJeJe3",400,2,"y","n",6
"Niger Inland Delta","MlJeJe3",500,2,"n","n",6
"Niger Inland Delta","MlJeJe3",600,2,"n","n",6
"Niger Inland Delta","MlJeJe3",700,2,"n","n",6
"Niger Inland Delta","MlJeJe3",800,3,"n","n",6
"Niger Inland Delta","MlJeJe4",900,3,"y","n",6
"Niger Inland Delta","MrWagdM",1000,3,"y","n",6
"Niger Inland Delta","MrWagdL",1100,3,"y","n",6
"Niger Inland Delta","MrWagdL",1200,3,"n","n",6
"Niger Inland Delta","MlMali*",1300,3,"y","n",6
"Niger Inland Delta","MlMali*",1400,3,"y","n",6
"Niger Inland Delta","MlSong2",1500,3,"y","n",6
"Niger Inland Delta","MaSaadi",1600,3,"y","n",6
"Niger Inland Delta","MlSegou",1700,2.54689335277321,"y","n",6
"Niger Inland Delta","MlBaman",1800,3,"y","n",6
"Ghanaian Coast","GhAshnE",1600,3,"y","n",6
"Ghanaian Coast","GhAshnE",1700,3,"y","n",6
"Ghanaian Coast","GhAshnL",1800,3,"y","n",6
"Southern Mesopotamia","IqSoNeo",-9000,1,"y","n",6
"Southern Mesopotamia","IqSoNeo",-8900,1,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8800,1,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8700,1,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8600,1,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8500,1.6,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8400,1.6,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8300,1.6,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8200,1.6,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8100,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-8000,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7900,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7800,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7700,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7600,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7500,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7400,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7300,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7200,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7100,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-7000,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6900,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6800,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6700,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6600,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6500,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6400,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6300,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6200,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6100,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-6000,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-5900,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-5800,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-5700,2,"n","n",6
"Southern Mesopotamia","IqSoNeo",-5600,2,"n","n",6
"Southern Mesopotamia","IqUbaid",-5500,3,"y","n",6
"Southern Mesopotamia","IqUbaid",-5400,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-5300,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-5200,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-5100,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-5000,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4900,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4800,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4700,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4600,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4500,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4400,3,"n","n",6
"Southern Mesopotamia","IqUbaid",-4300,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-4200,3,"y","n",6
"Southern Mesopotamia","IqUruk*",-4100,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-4000,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3900,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3800,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3700,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3600,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3500,3,"y","n",6
"Southern Mesopotamia","IqUruk*",-3400,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3300,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3200,3,"n","n",6
"Southern Mesopotamia","IqUruk*",-3100,2.5586495928783,"n","n",6
"Southern Mesopotamia","IqUruk*",-3000,2.33942005772799,"n","n",6
"Southern Mesopotamia","IqEDyn*",-2900,3,"y","n",6
"Southern Mesopotamia","IqEDyn*",-2800,3,"n","n",6
"Southern Mesopotamia","IqEDyn*",-2700,3,"n","n",6
"Southern Mesopotamia","IqEDyn*",-2600,3,"n","n",6
"Southern Mesopotamia","IqEDyn*",-2500,3,"n","n",6
"Southern Mesopotamia","IqEDyn*",-2400,3,"n","n",6
"Southern Mesopotamia","IqAkkad",-2300,3,"y","n",6
"Southern Mesopotamia","IqAkkad",-2200,3,"y","n",6
"Southern Mesopotamia","IqUrIII",-2100,3,"y","n",6
"Southern Mesopotamia","IqIsinL",-2000,3,"y","n",6
"Southern Mesopotamia","IqIsinL",-1900,3,"n","n",6
"Southern Mesopotamia","IqBabAm",-1800,3,"y","n",6
"Southern Mesopotamia","IqBabAm",-1700,3,"n","n",6
"Southern Mesopotamia","IqBabAm",-1600,3,"n","n",6
"Southern Mesopotamia","IqBabKs",-1500,3,"y","n",6
"Southern Mesopotamia","IqBabKs",-1400,3,"n","n",6
"Southern Mesopotamia","IqBabKs",-1300,3,"n","n",6
"Southern Mesopotamia","IqBabKs",-1200,3,"n","n",6
"Southern Mesopotamia","IqIsin2",-1100,3,"y","n",6
"Southern Mesopotamia","IqBazi*",-1000,3,"y","n",6
"Southern Mesopotamia","IqDynE*",-900,3,"y","n",6
"Southern Mesopotamia","IqDynE*",-800,3,"n","n",6
"Southern Mesopotamia","IqNAssr",-700,3,"y","n",6
"Southern Mesopotamia","IqNeoBb",-600,3,"y","n",6
"Southern Mesopotamia","IrAchae",-500,3,"y","y",6
"Southern Mesopotamia","IrAchae",-400,3,"n","y",6
"Southern Mesopotamia","IrSeleu",-300,3,"y","y",6
"Southern Mesopotamia","IrSeleu",-200,3,"n","y",6
"Southern Mesopotamia","IrPart1",-100,3,"y","y",6
"Southern Mesopotamia","IrPart1",0,3,"n","y",6
"Southern Mesopotamia","IrPart2",100,3,"y","n",6
"Southern Mesopotamia","IrPart2",200,3,"y","n",6
"Southern Mesopotamia","IrSasn1",300,3,"y","y",6
"Southern Mesopotamia","IrSasn1",400,3,"n","y",6
"Southern Mesopotamia","IrSasn2",500,3,"y","y",6
"Southern Mesopotamia","IrSasn2",600,3,"n","y",6
"Southern Mesopotamia","SyCalUm",700,3,"y","n",6
"Southern Mesopotamia","IqAbbs1",800,3,"y","n",6
"Southern Mesopotamia","IqAbbs1",900,3,"y","n",6
"Southern Mesopotamia","IrBuyid",1000,3,"y","y",6
"Southern Mesopotamia","IrSeljq",1100,3,"y","y",6
"Southern Mesopotamia","IqAbbs2",1200,3,"y","n",6
"Southern Mesopotamia","IrIlkhn",1300,3,"y","y",6
"Southern Mesopotamia","UzTimur",1400,3,"y","y",6
"Southern Mesopotamia","IrSafvd",1500,3,"y","y",6
"Southern Mesopotamia","TrOttm3",1600,3,"y","y",6
"Southern Mesopotamia","TrOttm4",1700,3,"y","y",6
"Southern Mesopotamia","TrOttm4",1800,3,"n","y",6
"Susiana","IrPrCer",-7800,2,"y","n",6
"Susiana","IrPrCer",-7700,2,"n","n",6
"Susiana","IrPrCer",-7600,2,"n","n",6
"Susiana","IrPrCer",-7500,2,"n","n",6
"Susiana","IrPrCer",-7400,2,"n","n",6
"Susiana","IrPrCer",-7300,2,"n","n",6
"Susiana","IrForma",-7200,2,"y","n",6
"Susiana","IrForma",-7100,2,"n","n",6
"Susiana","IrArcha",-7000,2,"y","n",6
"Susiana","IrArcha",-6900,2,"n","n",6
"Susiana","IrArcha",-6800,2,"n","n",6
"Susiana","IrArcha",-6700,2,"n","n",6
"Susiana","IrArcha",-6600,2,"n","n",6
"Susiana","IrArcha",-6500,2,"n","n",6
"Susiana","IrArcha",-6400,2,"n","n",6
"Susiana","IrArcha",-6300,2,"n","n",6
"Susiana","IrArcha",-6200,2,"n","n",6
"Susiana","IrArcha",-6100,2,"n","n",6
"Susiana","IrKhzE*",-6000,2,"y","n",6
"Susiana","IrKhzE*",-5900,2,"n","n",6
"Susiana","IrKhzE*",-5800,2,"n","n",6
"Susiana","IrKhzEM",-5700,2,"y","n",6
"Susiana","IrKhzEM",-5600,2,"n","n",6
"Susiana","IrKhzEM",-5500,3,"n","n",6
"Susiana","IrKhzEM",-5400,3,"n","n",6
"Susiana","IrKhzEM",-5300,3,"n","n",6
"Susiana","IrKhzEM",-5200,3,"n","n",6
"Susiana","IrKhzM*",-5100,3,"y","n",6
"Susiana","IrKhzM*",-5000,2.5,"n","n",6
"Susiana","IrKhzM*",-4900,2.5,"y","n",6
"Susiana","IrKhzM*",-4800,2.5,"n","n",6
"Susiana","IrKhzL*",-4700,2.5,"y","n",6
"Susiana","IrKhzL*",-4600,2.5,"n","n",6
"Susiana","IrKhzL*",-4500,2.5,"n","n",6
"Susiana","IrKhzL*",-4400,2.5,"n","n",6
"Susiana","IrSusa1",-4300,2.5,"y","n",6
"Susiana","IrSusa1",-4200,2.5,"n","n",6
"Susiana","IrSusa1",-4100,2.5,"n","n",6
"Susiana","IrSusa1",-4000,2,"n","n",6
"Susiana","IrSusa1",-3900,2,"y","n",6
"Susiana","IrSusa2",-3800,2,"y","n",6
"Susiana","IrSusa2",-3700,2,"y","n",6
"Susiana","IrSusa2",-3600,2,"y","n",6
"Susiana","IrSusa2",-3500,2.5,"y","n",6
"Susiana","IrSusa2",-3400,2.5,"y","n",6
"Susiana","IrSusa2",-3300,2.5,"n","n",6
"Susiana","IrSusa2",-3200,2.5,"y","n",6
"Susiana","IrSusa3",-3100,2.5,"y","n",6
"Susiana","IrSusa3",-3000,3,"n","n",6
"Susiana","IrSusa3",-2900,3,"n","n",6
"Susiana","IrSusa3",-2800,3,"n","n",6
"Susiana","IrSusa3",-2700,3,"n","n",6
"Susiana","IrAwanE",-2600,3,"y","n",6
"Susiana","IrAwanE",-2500,3,"n","n",6
"Susiana","IrAwanE",-2400,3,"n","n",6
"Susiana","IrAwanE",-2300,3,"n","n",6
"Susiana","IqAkkad",-2200,3,"y","y",6
"Susiana","IqUrIII",-2100,3,"y","y",6
"Susiana","IrShima",-2000,3,"y","n",6
"Susiana","IrSukkE",-1900,3,"y","n",6
"Susiana","IrSukkE",-1800,3,"n","n",6
"Susiana","IrSukkL",-1700,3,"y","n",6
"Susiana","IrSukkL",-1600,3,"y","n",6
"Susiana","IrMElm1",-1500,3,"y","n",6
"Susiana","IrMElm2",-1400,3,"y","n",6
"Susiana","IrMElm2",-1300,3,"y","n",6
"Susiana","IrMElm3",-1200,3,"y","n",6
"Susiana","IrElmCP",-1100,3,"y","n",6
"Susiana","IrElmCP",-1000,3,"n","n",6
"Susiana","IrNElm1",-900,3,"y","n",6
"Susiana","IrNElm1",-800,3,"n","n",6
"Susiana","IrNElm2",-700,3,"y","n",6
"Susiana","IrNElm3",-600,3,"y","n",6
"Susiana","IrAchae",-500,3,"y","n",6
"Susiana","IrAchae",-400,3,"y","n",6
"Susiana","IrSeleu",-300,3,"y","n",6
"Susiana","IrSeleu",-200,3,"y","n",6
"Susiana","IrPart1",-100,3,"y","n",6
"Susiana","IrPart1",0,3,"y","n",6
"Susiana","IrElym2",100,3,"y","n",6
"Susiana","IrElym2",200,3,"n","n",6
"Susiana","IrSasn1",300,3,"y","n",6
"Susiana","IrSasn1",400,3,"y","n",6
"Susiana","IrSasn2",500,3,"y","n",6
"Susiana","IrSasn2",600,3,"y","n",6
"Susiana","SyCalUm",700,3,"y","y",6
"Susiana","IqAbbs1",800,3,"y","y",6
"Susiana","IqAbbs1",900,3,"n","y",6
"Susiana","IrBuyid",1000,3,"y","n",6
"Susiana","IrSeljq",1100,3,"y","n",6
"Susiana","IqAbbs2",1200,3,"y","y",6
"Susiana","IrIlkhn",1300,3,"y","n",6
"Susiana","UzTimur",1400,3,"y","y",6
"Susiana","IrAkKoy",1500,3,"y","n",6
"Susiana","IrSafvd",1600,3,"y","n",6
"Susiana","IrSafvd",1700,3,"n","n",6
"Susiana","IrQajar",1800,3,"y","n",6
"Susiana","IrQajar",1900,3,"y","n",6
"Galilee","IlCanaa",-2000,3,"y","n",6
"Galilee","IlCanaa",-1900,3,"n","n",6
"Galilee","IlCanaa",-1800,3,"y","n",6
"Galilee","IlCanaa",-1700,3,"n","n",6
"Galilee","IlCanaa",-1600,2.52626236899963,"n","n",6
"Galilee","IlCanaa",-1500,2.79634404862347,"y","n",6
"Galilee","IlCanaa",-1400,1.57104490876502,"n","n",6
"Galilee","IlCanaa",-1300,3,"n","n",6
"Galilee","IlCanaa",-1200,2.6475538124008,"n","n",6
"Galilee","LbAcPho",-1100,2.48368168004006,"y","n",6
"Galilee","IlYisrl",-1000,2.38851406000832,"y","n",6
"Galilee","IlYisrl",-900,2.98844529873105,"y","n",6
"Galilee","IlYisrl",-800,2.77175706074689,"y","n",6
"Galilee","IqNAssr",-700,3,"y","y",6
"Galilee","IqNeoBb",-600,3,"y","y",6
"Galilee","IrAchae",-500,3,"y","y",6
"Galilee","IrAchae",-400,3,"n","y",6
"Galilee","EgPtol1",-300,3,"y","y",6
"Galilee","EgPtol1",-200,3,"n","y",6
"Galilee","IrSeleu",-200,3,"y","y",6
"Galilee","IlJudea",-100,2.72668516177478,"y","n",6
"Konya Plain","TrNeoER",-9600,1.94722279164369,"y","n",6
"Konya Plain","TrNeoER",-9500,2.16107550544816,"n","n",6
"Konya Plain","TrNeoER",-9400,2.66381123435161,"n","n",6
"Konya Plain","TrNeoER",-9300,1.64674322280831,"n","n",6
"Konya Plain","TrNeoER",-9200,1,"n","n",6
"Konya Plain","TrNeoER",-9100,2.1350404633517,"n","n",6
"Konya Plain","TrNeoER",-9000,2.24213805188421,"n","n",6
"Konya Plain","TrNeoER",-8900,2.28097048918434,"n","n",6
"Konya Plain","TrNeoER",-8800,2.19554302810576,"n","n",6
"Konya Plain","TrNeoER",-8700,2.58073769606548,"n","n",6
"Konya Plain","TrNeoER",-8600,2.4416571704792,"n","n",6
"Konya Plain","TrNeoER",-8500,2,"n","n",6
"Konya Plain","TrNeoER",-8400,2,"n","n",6
"Konya Plain","TrNeoER",-8300,2,"n","n",6
"Konya Plain","TrNeoER",-8200,2,"n","n",6
"Konya Plain","TrNeoER",-8100,2,"n","n",6
"Konya Plain","TrNeoER",-8000,2,"n","n",6
"Konya Plain","TrNeoER",-7900,2,"n","n",6
"Konya Plain","TrNeoER",-7800,2,"n","n",6
"Konya Plain","TrNeoER",-7700,2,"n","n",6
"Konya Plain","TrNeoER",-7600,2,"n","n",6
"Konya Plain","TrNeoER",-7500,2,"n","n",6
"Konya Plain","TrNeoER",-7400,2,"n","n",6
"Konya Plain","TrNeoER",-7300,2,"n","n",6
"Konya Plain","TrNeoER",-7200,2,"n","n",6
"Konya Plain","TrNeoER",-7100,2,"n","n",6
"Konya Plain","TrNeoCR",-7000,2,"y","n",6
"Konya Plain","TrNeoCR",-6900,2,"n","n",6
"Konya Plain","TrNeoCR",-6800,2,"n","n",6
"Konya Plain","TrNeoCR",-6700,2,"n","n",6
"Konya Plain","TrNeoLT",-6600,2,"y","n",6
"Konya Plain","TrNeoLT",-6500,2,"n","n",6
"Konya Plain","TrNeoLT",-6400,2,"n","n",6
"Konya Plain","TrNeoLT",-6300,2,"n","n",6
"Konya Plain","TrNeoLT",-6200,2,"n","n",6
"Konya Plain","TrNeoLT",-6100,2,"n","n",6
"Konya Plain","TrClcER",-6000,2,"y","n",6
"Konya Plain","TrClcER",-5900,2,"n","n",6
"Konya Plain","TrClcER",-5800,2,"n","n",6
"Konya Plain","TrClcER",-5700,2,"n","n",6
"Konya Plain","TrClcER",-5600,2,"n","n",6
"Konya Plain","TrClcER",-5500,2,"n","n",6
"Konya Plain","TrClcER",-5400,2,"n","n",6
"Konya Plain","TrClcER",-5300,2,"n","n",6
"Konya Plain","TrClcER",-5200,2,"n","n",6
"Konya Plain","TrClcER",-5100,2,"n","n",6
"Konya Plain","TrClcLT",-5000,2,"y","n",6
"Konya Plain","TrClcLT",-4900,2,"n","n",6
"Konya Plain","TrClcLT",-4800,2,"n","n",6
"Konya Plain","TrClcLT",-4700,2,"n","n",6
"Konya Plain","TrClcLT",-4600,2,"n","n",6
"Konya Plain","TrClcLT",-4500,2,"n","n",6
"Konya Plain","TrClcLT",-4400,2,"n","n",6
"Konya Plain","TrClcLT",-4300,2,"n","n",6
"Konya Plain","TrClcLT",-4200,2,"y","n",6
"Konya Plain","TrClcLT",-4100,3,"n","n",6
"Konya Plain","TrClcLT",-4000,3,"n","n",6
"Konya Plain","TrClcLT",-3900,3,"y","n",6
"Konya Plain","TrClcLT",-3800,3,"n","n",6
"Konya Plain","TrClcLT",-3700,3,"n","n",6
"Konya Plain","TrClcLT",-3600,3,"n","n",6
"Konya Plain","TrClcLT",-3500,3,"n","n",6
"Konya Plain","TrClcLT",-3400,3,"n","n",6
"Konya Plain","TrClcLT",-3300,3,"n","n",6
"Konya Plain","TrClcLT",-3200,3,"n","n",6
"Konya Plain","TrClcLT",-3100,3,"n","n",6
"Konya Plain","TrBrzER",-3000,3,"y","n",6
"Konya Plain","TrBrzER",-2900,3,"n","n",6
"Konya Plain","TrBrzER",-2800,3,"n","n",6
"Konya Plain","TrBrzER",-2700,3,"n","n",6
"Konya Plain","TrBrzER",-2600,3,"n","n",6
"Konya Plain","TrBrzER",-2500,3,"n","n",6
"Konya Plain","TrBrzER",-2400,3,"n","n",6
"Konya Plain","TrBrzER",-2300,3,"n","n",6
"Konya Plain","TrBrzER",-2200,3,"n","n",6
"Konya Plain","TrBrzER",-2100,3,"n","n",6
"Konya Plain","TrBrzMD",-2000,3,"y","n",6
"Konya Plain","TrBrzMD",-1900,3,"n","n",6
"Konya Plain","TrBrzMD",-1800,3,"y","n",6
"Konya Plain","TrBrzMD",-1700,3,"y","n",6
"Konya Plain","TrHatOK",-1600,3,"y","n",6
